Season,Covid,State,WeekTime,Time,ElectricityDemand,RegionalReferencePrice
Autumn,Yes,Tasmania,Weekday,08:30:00,1242.7174545454548,40.31018181818182
Autumn,Yes,Tasmania,Weekday,09:00:00,1231.8779999999997,34.531818181818174
Autumn,Yes,Tasmania,Weekday,09:30:00,1217.7832727272728,42.10527272727274
Autumn,Yes,Tasmania,Weekday,10:00:00,1189.3272727272729,29.64636363636364
Autumn,Yes,Tasmania,Weekday,10:30:00,1162.365272727273,27.764363636363633
Autumn,Yes,Tasmania,Weekday,11:00:00,1141.6221818181818,31.882545454545454
Autumn,Yes,Tasmania,Weekday,11:30:00,1120.8376363636364,79.1327272727273
Autumn,Yes,Tasmania,Weekday,12:00:00,1108.5765454545453,30.261818181818175
Autumn,Yes,Tasmania,Weekday,12:30:00,1098.8594545454548,29.242545454545464
Autumn,Yes,Tasmania,Weekday,13:00:00,1091.2407272727273,28.90745454545455
Autumn,Yes,Tasmania,Weekday,13:30:00,1081.9256363636364,27.21345454545455
Autumn,Yes,Tasmania,Weekday,14:00:00,1078.9665454545454,28.224000000000004
Autumn,Yes,Tasmania,Weekday,14:30:00,1081.5176363636363,28.930545454545463
Autumn,Yes,Tasmania,Weekday,15:00:00,1088.3163636363636,29.777272727272727
Autumn,Yes,Tasmania,Weekday,15:30:00,1101.3574545454544,29.531272727272732
Autumn,Yes,Tasmania,Weekday,16:00:00,1124.3245454545454,31.524727272727276
Autumn,Yes,Tasmania,Weekday,16:30:00,1156.516909090909,31.27199999999999
Autumn,Yes,Tasmania,Weekday,17:00:00,1202.1649090909086,36.09000000000001
Autumn,Yes,Tasmania,Weekday,17:30:00,1253.404909090909,33.36418181818181
Autumn,Yes,Tasmania,Weekday,18:00:00,1288.5034545454546,33.99763636363636
Autumn,Yes,Tasmania,Weekday,18:30:00,1288.8109090909093,21.913090909090904
Autumn,Yes,Tasmania,Weekday,19:00:00,1279.199636363636,23.384545454545453
Autumn,Yes,Tasmania,Weekday,19:30:00,1248.8652727272727,66.68563636363636
Autumn,Yes,Tasmania,Weekday,20:00:00,1222.318,23.189090909090915
Autumn,Yes,Tasmania,Weekday,20:30:00,1201.338909090909,25.65163636363637
Autumn,Yes,Tasmania,Weekday,21:00:00,1177.6309090909087,28.139818181818192
Autumn,Yes,Tasmania,Weekday,21:30:00,1146.706727272727,23.244727272727268
Autumn,Yes,Tasmania,Weekday,22:00:00,1112.086,22.40436363636364
Autumn,Yes,Tasmania,Weekday,22:30:00,1076.825090909091,25.21418181818183
Autumn,Yes,Tasmania,Weekday,23:00:00,1047.340909090909,26.667090909090913
Autumn,Yes,Tasmania,Weekday,23:30:00,1026.4990909090907,30.164545454545472
Autumn,Yes,Tasmania,Weekend,00:00:00,1007.8081818181819,32.272727272727266
Autumn,Yes,Tasmania,Weekend,00:30:00,986.9759090909088,24.909999999999993
Autumn,Yes,Tasmania,Weekend,01:00:00,970.6595454545455,28.150454545454547
Autumn,Yes,Tasmania,Weekend,01:30:00,958.4031818181818,37.58863636363637
Autumn,Yes,Tasmania,Weekend,02:00:00,947.0031818181818,22.164545454545454
Autumn,Yes,Tasmania,Weekend,02:30:00,943.6149999999999,23.09863636363636
Autumn,Yes,Tasmania,Weekend,03:00:00,942.9472727272725,30.656818181818185
Autumn,Yes,Tasmania,Weekend,03:30:00,942.473181818182,21.777727272727272
Autumn,Yes,Tasmania,Weekend,04:00:00,936.9354545454546,21.058181818181815
Autumn,Yes,Tasmania,Weekend,04:30:00,943.6118181818182,21.107272727272726
Autumn,Yes,Tasmania,Weekend,05:00:00,953.3231818181819,19.173636363636366
Autumn,Yes,Tasmania,Weekend,05:30:00,961.3536363636365,21.49772727272727
Autumn,Yes,Tasmania,Weekend,06:00:00,975.5040909090911,23.080909090909092
Autumn,Yes,Tasmania,Weekend,06:30:00,994.5627272727271,25.207727272727276
Autumn,Yes,Tasmania,Weekend,07:00:00,1016.1218181818182,26.745
Autumn,Yes,Tasmania,Weekend,07:30:00,1039.0195454545456,30.66181818181819
Autumn,Yes,Tasmania,Weekend,08:00:00,1077.691818181818,55.72909090909091
Autumn,Yes,Tasmania,Weekend,08:30:00,1105.8068181818182,43.365
Autumn,Yes,Tasmania,Weekend,09:00:00,1128.5245454545454,36.43090909090909
Autumn,Yes,Tasmania,Weekend,09:30:00,1137.7790909090909,39.56545454545454
Autumn,Yes,Tasmania,Weekend,10:00:00,1131.8036363636363,35.191363636363626
Autumn,Yes,Tasmania,Weekend,10:30:00,1109.5113636363637,22.64772727272727
Autumn,Yes,Tasmania,Weekend,11:00:00,1097.3572727272726,25.13318181818181
Autumn,Yes,Tasmania,Weekend,11:30:00,1085.1113636363639,24.791363636363634
Autumn,Yes,Tasmania,Weekend,12:00:00,1073.1563636363637,28.675000000000008
Autumn,Yes,Tasmania,Weekend,12:30:00,1069.8899999999996,34.355
Autumn,Yes,Tasmania,Weekend,13:00:00,1057.85,30.113636363636363
Autumn,Yes,Tasmania,Weekend,13:30:00,1047.6463636363635,39.021363636363645
Autumn,Yes,Tasmania,Weekend,14:00:00,1036.4672727272728,31.689999999999994
Autumn,Yes,Tasmania,Weekend,14:30:00,1043.2018181818182,36.78636363636363
Autumn,Yes,Tasmania,Weekend,15:00:00,1049.2359090909088,27.608636363636357
Autumn,Yes,Tasmania,Weekend,15:30:00,1069.0936363636365,29.51772727272727
Autumn,Yes,Tasmania,Weekend,16:00:00,1089.824090909091,30.46045454545455
Autumn,Yes,Tasmania,Weekend,16:30:00,1117.2095454545454,34.99409090909091
Autumn,Yes,Tasmania,Weekend,17:00:00,1174.6149999999998,35.36636363636364
Autumn,Yes,Tasmania,Weekend,17:30:00,1232.7568181818178,38.02818181818182
Autumn,Yes,Tasmania,Weekend,18:00:00,1272.195,44.091818181818184
Autumn,Yes,Tasmania,Weekend,18:30:00,1273.215909090909,35.598181818181814
Autumn,Yes,Tasmania,Weekend,19:00:00,1262.7900000000002,29.059545454545457
Autumn,Yes,Tasmania,Weekend,19:30:00,1240.0581818181818,27.187727272727276
Autumn,Yes,Tasmania,Weekend,20:00:00,1219.2563636363639,27.87727272727273
Autumn,Yes,Tasmania,Weekend,20:30:00,1193.096818181818,27.94
Autumn,Yes,Tasmania,Weekend,21:00:00,1173.8231818181819,28.151363636363634
Autumn,Yes,Tasmania,Weekend,21:30:00,1148.5495454545453,35.24318181818181
Autumn,Yes,Tasmania,Weekend,22:00:00,1121.5554545454543,30.436363636363637
Autumn,Yes,Tasmania,Weekend,22:30:00,1088.8136363636363,27.926363636363636
Autumn,Yes,Tasmania,Weekend,23:00:00,1056.4881818181818,29.288181818181815
Autumn,Yes,Tasmania,Weekend,23:30:00,1030.8668181818182,26.23909090909091
Autumn,Yes,Victoria,Weekday,00:00:00,4768.100909090909,45.98727272727274
Autumn,Yes,Victoria,Weekday,00:30:00,4576.91309090909,41.481272727272724
Autumn,Yes,Victoria,Weekday,01:00:00,4419.931636363637,39.018909090909084
Autumn,Yes,Victoria,Weekday,01:30:00,4292.0467272727265,35.664727272727276
Autumn,Yes,Victoria,Weekday,02:00:00,4127.965454545455,30.716909090909088
Autumn,Yes,Victoria,Weekday,02:30:00,3991.4612727272734,26.533818181818177
Autumn,Yes,Victoria,Weekday,03:00:00,3898.1778181818186,23.76490909090909
Autumn,Yes,Victoria,Weekday,03:30:00,3847.068727272727,21.074181818181817
Autumn,Yes,Victoria,Weekday,04:00:00,3828.9545454545446,20.861090909090912
Autumn,Yes,Victoria,Weekday,04:30:00,3865.373636363635,22.716181818181816
Autumn,Yes,Victoria,Weekday,05:00:00,3932.406727272727,25.279636363636367
Autumn,Yes,Victoria,Weekday,05:30:00,4119.862909090911,31.702363636363643
Autumn,Yes,Victoria,Weekday,06:00:00,4323.125454545455,34.22581818181818
Autumn,Yes,Victoria,Weekday,06:30:00,4653.339999999999,39.67563636363635
Autumn,Yes,Victoria,Weekday,07:00:00,4923.419454545454,48.165818181818196
Autumn,Yes,Victoria,Weekday,07:30:00,5060.061818181816,46.96109090909092
Autumn,Yes,Victoria,Weekday,08:00:00,5231.3481818181845,47.596
Autumn,Yes,Victoria,Weekday,08:30:00,5333.4963636363655,48.971818181818186
Autumn,Yes,Victoria,Weekday,09:00:00,5300.742545454547,46.16
Autumn,Yes,Victoria,Weekday,09:30:00,5195.273454545454,45.747090909090915
Autumn,Yes,Victoria,Weekday,10:00:00,5039.688909090911,40.56836363636364
Autumn,Yes,Victoria,Weekday,10:30:00,4916.678000000002,36.81072727272727
Autumn,Yes,Victoria,Weekday,11:00:00,4809.3060000000005,33.5009090909091
Autumn,Yes,Victoria,Weekday,11:30:00,4725.339454545454,31.36709090909092
Autumn,Yes,Victoria,Weekday,12:00:00,4681.809636363635,31.043636363636367
Autumn,Yes,Victoria,Weekday,12:30:00,4662.964545454544,33.324000000000005
Autumn,Yes,Victoria,Weekday,13:00:00,4663.110181818183,34.11381818181819
Autumn,Yes,Victoria,Weekday,13:30:00,4666.342727272728,32.52690909090909
Autumn,Yes,Victoria,Weekday,14:00:00,4673.8052727272725,34.46509090909092
Autumn,Yes,Victoria,Weekday,14:30:00,4689.706545454545,35.33436363636365
Autumn,Yes,Victoria,Weekday,15:00:00,4735.573636363636,35.591090909090916
Autumn,Yes,Victoria,Weekday,15:30:00,4845.871454545453,39.0241818181818
Autumn,Yes,Victoria,Weekday,16:00:00,4982.067818181819,43.09509090909092
Autumn,Yes,Victoria,Weekday,16:30:00,5149.693818181818,46.8989090909091
Autumn,Yes,Victoria,Weekday,17:00:00,5374.795272727271,55.68072727272727
Autumn,Yes,Victoria,Weekday,17:30:00,5605.653636363638,65.87418181818181
Autumn,Yes,Victoria,Weekday,18:00:00,5844.371818181817,97.92254545454546
Autumn,Yes,Victoria,Weekday,18:30:00,5922.970727272726,80.7809090909091
Autumn,Yes,Victoria,Weekday,19:00:00,5853.926000000001,59.96145454545456
Autumn,Yes,Victoria,Weekday,19:30:00,5681.456909090912,47.97090909090908
Autumn,Yes,Victoria,Weekday,20:00:00,5529.593090909089,45.5910909090909
Autumn,Yes,Victoria,Weekday,20:30:00,5362.835272727274,45.09527272727273
Autumn,Yes,Victoria,Weekday,21:00:00,5208.514545454547,42.34254545454545
Autumn,Yes,Victoria,Weekday,21:30:00,5056.809454545454,41.37763636363636
Autumn,Yes,Victoria,Weekday,22:00:00,4903.169999999999,38.32618181818181
Autumn,Yes,Victoria,Weekday,22:30:00,4726.408,41.59890909090909
Autumn,Yes,Victoria,Weekday,23:00:00,4630.539272727272,38.21472727272728
Autumn,Yes,Victoria,Weekday,23:30:00,4788.948545454547,44.582181818181844
Autumn,Yes,Victoria,Weekend,00:00:00,4671.540909090909,43.401818181818186
Autumn,Yes,Victoria,Weekend,00:30:00,4476.431363636363,40.70727272727274
Autumn,Yes,Victoria,Weekend,01:00:00,4310.188181818181,39.486363636363635
Autumn,Yes,Victoria,Weekend,01:30:00,4169.456363636364,35.358636363636364
Autumn,Yes,Victoria,Weekend,02:00:00,3992.043636363637,29.00272727272727
Autumn,Yes,Victoria,Weekend,02:30:00,3841.0172727272734,25.580454545454543
Autumn,Yes,Victoria,Weekend,03:00:00,3742.992272727272,19.604999999999997
Autumn,Yes,Victoria,Weekend,03:30:00,3659.690909090909,17.83636363636364
Autumn,Yes,Victoria,Weekend,04:00:00,3608.2609090909086,18.54818181818182
Autumn,Yes,Victoria,Weekend,04:30:00,3597.6063636363633,20.02
Autumn,Yes,Victoria,Weekend,05:00:00,3601.267272727273,19.99818181818182
Autumn,Yes,Victoria,Weekend,05:30:00,3655.9136363636353,21.225909090909088
Autumn,Yes,Victoria,Weekend,06:00:00,3717.444545454544,24.12454545454546
Autumn,Yes,Victoria,Weekend,06:30:00,3846.640909090909,26.847272727272728
Autumn,Yes,Victoria,Weekend,07:00:00,3964.267727272729,33.05090909090909
Autumn,Yes,Victoria,Weekend,07:30:00,4007.515,30.97681818181818
Autumn,Yes,Victoria,Weekend,08:00:00,4132.077727272727,31.25636363636364
Autumn,Yes,Victoria,Weekend,08:30:00,4232.99090909091,31.919545454545457
Autumn,Yes,Victoria,Weekend,09:00:00,4273.367272727272,31.948636363636368
Autumn,Yes,Victoria,Weekend,09:30:00,4267.007272727274,29.503181818181815
Autumn,Yes,Victoria,Weekend,10:00:00,4204.161363636363,21.97863636363636
Autumn,Yes,Victoria,Weekend,10:30:00,4138.019090909091,19.64681818181818
Autumn,Yes,Victoria,Weekend,11:00:00,4078.4281818181817,19.90136363636364
Autumn,Yes,Victoria,Weekend,11:30:00,4003.739545454545,17.035000000000004
Autumn,Yes,Victoria,Weekend,12:00:00,3975.175,17.801363636363636
Autumn,Yes,Victoria,Weekend,12:30:00,3962.287272727273,17.28318181818182
Autumn,Yes,Victoria,Weekend,13:00:00,3933.6745454545453,17.105909090909094
Autumn,Yes,Victoria,Weekend,13:30:00,3950.2090909090907,16.45772727272727
Autumn,Yes,Victoria,Weekend,14:00:00,4005.163181818182,22.86772727272727
Autumn,Yes,Victoria,Weekend,14:30:00,4043.423636363636,22.670909090909092
Autumn,Yes,Victoria,Weekend,15:00:00,4108.243636363636,23.851363636363637
Autumn,Yes,Victoria,Weekend,15:30:00,4217.2872727272725,28.66681818181819
Autumn,Yes,Victoria,Weekend,16:00:00,4387.314545454546,33.68
Autumn,Yes,Victoria,Weekend,16:30:00,4594.412727272728,36.88909090909092
Autumn,Yes,Victoria,Weekend,17:00:00,4874.259090909091,44.45136363636364
Autumn,Yes,Victoria,Weekend,17:30:00,5163.688636363636,58.436363636363645
Autumn,Yes,Victoria,Weekend,18:00:00,5452.804545454545,80.98318181818182
Autumn,Yes,Victoria,Weekend,18:30:00,5541.443636363635,63.216818181818184
Autumn,Yes,Victoria,Weekend,19:00:00,5498.729090909091,57.46454545454546
Autumn,Yes,Victoria,Weekend,19:30:00,5359.664545454546,49.07363636363637
Autumn,Yes,Victoria,Weekend,20:00:00,5202.685,45.951818181818176
Autumn,Yes,Victoria,Weekend,20:30:00,5054.257272727272,43.61772727272727
Autumn,Yes,Victoria,Weekend,21:00:00,4926.0027272727275,40.11
Autumn,Yes,Victoria,Weekend,21:30:00,4815.780454545455,39.891818181818174
Autumn,Yes,Victoria,Weekend,22:00:00,4702.308181818181,37.48863636363637
Autumn,Yes,Victoria,Weekend,22:30:00,4550.960454545456,37.039545454545454
Autumn,Yes,Victoria,Weekend,23:00:00,4471.397272727273,34.76545454545455
Autumn,Yes,Victoria,Weekend,23:30:00,4633.31,40.2540909090909
Spring,No,New South Wales,Weekday,00:00:00,7276.66276923077,76.45884615384621
Spring,No,New South Wales,Weekday,00:30:00,7122.591653846157,70.10776923076925
Spring,No,New South Wales,Weekday,01:00:00,6951.03180769231,67.55676923076926
Spring,No,New South Wales,Weekday,01:30:00,6712.052846153849,64.71915384615389
Spring,No,New South Wales,Weekday,02:00:00,6501.21692307692,63.220384615384624
Spring,No,New South Wales,Weekday,02:30:00,6305.253192307694,61.425653846153864
Spring,No,New South Wales,Weekday,03:00:00,6180.231230769234,60.500692307692326
Spring,No,New South Wales,Weekday,03:30:00,6130.866000000003,61.476961538461545
Spring,No,New South Wales,Weekday,04:00:00,6152.098384615387,61.79376923076922
Spring,No,New South Wales,Weekday,04:30:00,6311.408538461536,65.55130769230772
Spring,No,New South Wales,Weekday,05:00:00,6507.841230769226,68.21307692307693
Spring,No,New South Wales,Weekday,05:30:00,6927.810192307686,79.49449999999999
Spring,No,New South Wales,Weekday,06:00:00,7323.670192307693,88.46319230769231
Spring,No,New South Wales,Weekday,06:30:00,7718.269307692311,97.77623076923076
Spring,No,New South Wales,Weekday,07:00:00,8013.853423076925,112.29484615384614
Spring,No,New South Wales,Weekday,07:30:00,8076.421807692307,84.28130769230769
Spring,No,New South Wales,Weekday,08:00:00,8075.342423076924,84.48796153846149
Spring,No,New South Wales,Weekday,08:30:00,8062.455884615386,84.28903846153845
Spring,No,New South Wales,Weekday,09:00:00,7974.965038461537,78.34080769230769
Spring,No,New South Wales,Weekday,09:30:00,7934.865076923077,78.49092307692311
Spring,No,New South Wales,Weekday,10:00:00,7885.562884615383,77.83703846153836
Spring,No,New South Wales,Weekday,10:30:00,7837.183576923079,77.86623076923077
Spring,No,New South Wales,Weekday,11:00:00,7797.385730769229,77.80600000000003
Spring,No,New South Wales,Weekday,11:30:00,7738.272538461544,74.76000000000003
Spring,No,New South Wales,Weekday,12:00:00,7721.764346153848,76.89196153846153
Spring,No,New South Wales,Weekday,12:30:00,7712.001192307691,77.13430769230777
Spring,No,New South Wales,Weekday,13:00:00,7719.695115384611,77.04246153846158
Spring,No,New South Wales,Weekday,13:30:00,7745.918384615387,77.97400000000002
Spring,No,New South Wales,Weekday,14:00:00,7783.700769230771,82.33700000000002
Spring,No,New South Wales,Weekday,14:30:00,7815.958807692311,81.33046153846148
Spring,No,New South Wales,Weekday,15:00:00,7914.951576923073,95.34161538461535
Spring,No,New South Wales,Weekday,15:30:00,8011.447576923077,137.08242307692316
Spring,No,New South Wales,Weekday,16:00:00,8149.764538461538,102.47173076923067
Spring,No,New South Wales,Weekday,16:30:00,8268.754538461537,92.54042307692305
Spring,No,New South Wales,Weekday,17:00:00,8421.490653846156,98.42838461538457
Spring,No,New South Wales,Weekday,17:30:00,8481.652807692308,93.9213461538462
Spring,No,New South Wales,Weekday,18:00:00,8636.017730769234,108.80303846153848
Spring,No,New South Wales,Weekday,18:30:00,8722.256269230767,118.55415384615385
Spring,No,New South Wales,Weekday,19:00:00,8747.721884615381,134.85034615384626
Spring,No,New South Wales,Weekday,19:30:00,8626.31253846154,109.26484615384621
Spring,No,New South Wales,Weekday,20:00:00,8454.662307692317,98.38653846153852
Spring,No,New South Wales,Weekday,20:30:00,8270.678000000002,90.38130769230771
Spring,No,New South Wales,Weekday,21:00:00,8051.135884615382,83.27426923076922
Spring,No,New South Wales,Weekday,21:30:00,7933.727730769227,81.31315384615387
Spring,No,New South Wales,Weekday,22:00:00,7745.258653846155,73.70634615384618
Spring,No,New South Wales,Weekday,22:30:00,7740.457961538461,94.18784615384622
Spring,No,New South Wales,Weekday,23:00:00,7594.694846153856,82.38473076923074
Spring,No,New South Wales,Weekday,23:30:00,7480.593653846154,81.7493846153846
Spring,No,New South Wales,Weekend,00:00:00,7188.333173076922,79.77865384615384
Spring,No,New South Wales,Weekend,00:30:00,7017.473173076923,70.37509615384616
Spring,No,New South Wales,Weekend,01:00:00,6828.592596153847,66.98499999999999
Spring,No,New South Wales,Weekend,01:30:00,6590.179423076925,63.46298076923075
Spring,No,New South Wales,Weekend,02:00:00,6384.922596153848,62.84894230769232
Spring,No,New South Wales,Weekend,02:30:00,6182.345576923079,60.6192307692308
Spring,No,New South Wales,Weekend,03:00:00,6046.478173076926,59.851538461538446
Spring,No,New South Wales,Weekend,03:30:00,5962.746538461539,58.84644230769231
Spring,No,New South Wales,Weekend,04:00:00,5930.875384615383,58.363365384615435
Spring,No,New South Wales,Weekend,04:30:00,5956.147403846154,58.96451923076923
Spring,No,New South Wales,Weekend,05:00:00,5996.667211538462,58.38548076923078
Spring,No,New South Wales,Weekend,05:30:00,6118.731634615383,59.81836538461539
Spring,No,New South Wales,Weekend,06:00:00,6245.694423076923,60.6039423076923
Spring,No,New South Wales,Weekend,06:30:00,6453.3632692307665,61.30394230769229
Spring,No,New South Wales,Weekend,07:00:00,6661.542403846155,64.0696153846154
Spring,No,New South Wales,Weekend,07:30:00,6852.134807692307,62.73038461538461
Spring,No,New South Wales,Weekend,08:00:00,7017.442115384619,64.25634615384614
Spring,No,New South Wales,Weekend,08:30:00,7163.311057692307,69.03759615384617
Spring,No,New South Wales,Weekend,09:00:00,7177.7353846153865,66.2751923076923
Spring,No,New South Wales,Weekend,09:30:00,7190.795673076918,67.9979807692308
Spring,No,New South Wales,Weekend,10:00:00,7105.300480769233,62.659711538461536
Spring,No,New South Wales,Weekend,10:30:00,7050.947692307691,61.730480769230745
Spring,No,New South Wales,Weekend,11:00:00,6967.822403846149,63.46153846153847
Spring,No,New South Wales,Weekend,11:30:00,6882.156153846155,61.760576923076925
Spring,No,New South Wales,Weekend,12:00:00,6825.063365384617,58.573942307692306
Spring,No,New South Wales,Weekend,12:30:00,6790.18875,58.38903846153847
Spring,No,New South Wales,Weekend,13:00:00,6763.806346153845,57.018269230769235
Spring,No,New South Wales,Weekend,13:30:00,6748.871634615383,56.48269230769233
Spring,No,New South Wales,Weekend,14:00:00,6765.871923076921,58.257788461538475
Spring,No,New South Wales,Weekend,14:30:00,6814.771057692306,60.319230769230785
Spring,No,New South Wales,Weekend,15:00:00,6911.699230769232,65.51528846153846
Spring,No,New South Wales,Weekend,15:30:00,7019.515673076924,65.66990384615386
Spring,No,New South Wales,Weekend,16:00:00,7172.0959615384645,72.62615384615384
Spring,No,New South Wales,Weekend,16:30:00,7296.554807692307,71.1085576923077
Spring,No,New South Wales,Weekend,17:00:00,7502.61375,78.37307692307695
Spring,No,New South Wales,Weekend,17:30:00,7652.198365384613,80.9803846153846
Spring,No,New South Wales,Weekend,18:00:00,7862.407596153843,94.40528846153842
Spring,No,New South Wales,Weekend,18:30:00,8036.407788461541,113.33201923076923
Spring,No,New South Wales,Weekend,19:00:00,8081.191538461538,125.54346153846156
Spring,No,New South Wales,Weekend,19:30:00,7993.825384615384,99.97778846153847
Spring,No,New South Wales,Weekend,20:00:00,7848.220673076923,91.93548076923076
Spring,No,New South Wales,Weekend,20:30:00,7715.39230769231,86.52384615384618
Spring,No,New South Wales,Weekend,21:00:00,7574.4249999999965,78.83365384615385
Spring,No,New South Wales,Weekend,21:30:00,7454.645480769232,74.70048076923081
Spring,No,New South Wales,Weekend,22:00:00,7319.041730769231,69.80423076923074
Spring,No,New South Wales,Weekend,22:30:00,7292.783942307691,78.77605769230769
Spring,No,New South Wales,Weekend,23:00:00,7128.554134615385,72.60307692307693
Spring,No,New South Wales,Weekend,23:30:00,7004.657115384614,72.67759615384614
Spring,No,Queensland,Weekday,00:00:00,5661.523884615385,65.12465384615382
Spring,No,Queensland,Weekday,00:30:00,5489.3592307692315,62.24476923076922
Spring,No,Queensland,Weekday,01:00:00,5356.615846153846,60.20226923076924
Spring,No,Queensland,Weekday,01:30:00,5249.055307692307,55.94730769230767
Spring,No,Queensland,Weekday,02:00:00,5183.90423076923,55.82776923076924
Spring,No,Queensland,Weekday,02:30:00,5148.274000000002,54.03080769230769
Spring,No,Queensland,Weekday,03:00:00,5125.492576923079,53.65384615384618
Spring,No,Queensland,Weekday,03:30:00,5122.300730769231,54.39123076923079
Spring,No,Queensland,Weekday,04:00:00,5133.243384615386,52.37076923076924
Spring,No,Queensland,Weekday,04:30:00,5194.754730769231,57.878846153846176
Spring,No,Queensland,Weekday,05:00:00,5274.441730769233,58.64746153846153
Spring,No,Queensland,Weekday,05:30:00,5439.417346153845,65.89453846153846
Spring,No,Queensland,Weekday,06:00:00,5599.407500000001,74.03657692307699
Spring,No,Queensland,Weekday,06:30:00,5868.221961538457,84.77673076923078
Spring,No,Queensland,Weekday,07:00:00,6079.7261538461535,95.43411538461537
Spring,No,Queensland,Weekday,07:30:00,6260.778807692309,68.98742307692315
Spring,No,Queensland,Weekday,08:00:00,6232.859192307695,70.42573076923075
Spring,No,Queensland,Weekday,08:30:00,6163.69065384615,68.5016153846154
Spring,No,Queensland,Weekday,09:00:00,6083.946576923078,63.99223076923078
Spring,No,Queensland,Weekday,09:30:00,6035.287884615385,81.71773076923074
Spring,No,Queensland,Weekday,10:00:00,5979.087615384618,61.390384615384654
Spring,No,Queensland,Weekday,10:30:00,5953.326423076923,61.62011538461538
Spring,No,Queensland,Weekday,11:00:00,5942.548999999997,61.80403846153846
Spring,No,Queensland,Weekday,11:30:00,5943.977576923083,59.13107692307693
Spring,No,Queensland,Weekday,12:00:00,5971.522615384613,58.598384615384624
Spring,No,Queensland,Weekday,12:30:00,5998.834730769235,58.240346153846176
Spring,No,Queensland,Weekday,13:00:00,6037.543230769229,62.671115384615355
Spring,No,Queensland,Weekday,13:30:00,6101.190307692308,64.4816923076923
Spring,No,Queensland,Weekday,14:00:00,6183.9664999999995,69.2858846153846
Spring,No,Queensland,Weekday,14:30:00,6285.373846153852,71.50453846153839
Spring,No,Queensland,Weekday,15:00:00,6385.584692307693,74.91942307692307
Spring,No,Queensland,Weekday,15:30:00,6501.850192307692,84.13403846153848
Spring,No,Queensland,Weekday,16:00:00,6671.874499999998,84.5800769230769
Spring,No,Queensland,Weekday,16:30:00,6838.65588461538,84.1814230769231
Spring,No,Queensland,Weekday,17:00:00,7005.359461538462,93.01576923076927
Spring,No,Queensland,Weekday,17:30:00,7080.938615384614,88.14738461538461
Spring,No,Queensland,Weekday,18:00:00,7130.4297307692295,101.50934615384618
Spring,No,Queensland,Weekday,18:30:00,7204.5050769230775,113.7351153846154
Spring,No,Queensland,Weekday,19:00:00,7313.723153846152,133.46538461538464
Spring,No,Queensland,Weekday,19:30:00,7193.105615384615,101.7941153846154
Spring,No,Queensland,Weekday,20:00:00,7091.463000000001,91.54173076923078
Spring,No,Queensland,Weekday,20:30:00,6971.343384615384,84.72699999999995
Spring,No,Queensland,Weekday,21:00:00,6769.569769230773,77.47276923076925
Spring,No,Queensland,Weekday,21:30:00,6607.289961538466,74.89838461538461
Spring,No,Queensland,Weekday,22:00:00,6407.761807692316,66.53376923076922
Spring,No,Queensland,Weekday,22:30:00,6269.554423076922,86.44834615384617
Spring,No,Queensland,Weekday,23:00:00,6164.907846153853,77.63542307692303
Spring,No,Queensland,Weekday,23:30:00,5957.638230769232,73.15630769230773
Spring,No,Queensland,Weekend,00:00:00,5642.838076923077,65.29913461538462
Spring,No,Queensland,Weekend,00:30:00,5476.167980769232,61.24009615384615
Spring,No,Queensland,Weekend,01:00:00,5339.7653846153835,58.53932692307691
Spring,No,Queensland,Weekend,01:30:00,5227.775,55.03624999999999
Spring,No,Queensland,Weekend,02:00:00,5153.726346153844,54.96759615384613
Spring,No,Queensland,Weekend,02:30:00,5106.490576923077,54.278846153846175
Spring,No,Queensland,Weekend,03:00:00,5072.633557692309,53.78240384615383
Spring,No,Queensland,Weekend,03:30:00,5057.998846153849,51.99413461538461
Spring,No,Queensland,Weekend,04:00:00,5047.190384615384,51.75067307692307
Spring,No,Queensland,Weekend,04:30:00,5069.372403846152,52.55144230769229
Spring,No,Queensland,Weekend,05:00:00,5086.369615384616,52.15548076923077
Spring,No,Queensland,Weekend,05:30:00,5120.104134615384,53.366249999999994
Spring,No,Queensland,Weekend,06:00:00,5133.6023076923075,51.54076923076923
Spring,No,Queensland,Weekend,06:30:00,5182.394711538462,47.77875000000001
Spring,No,Queensland,Weekend,07:00:00,5245.238076923077,49.76951923076922
Spring,No,Queensland,Weekend,07:30:00,5340.070576923076,45.05817307692306
Spring,No,Queensland,Weekend,08:00:00,5358.669807692308,44.52519230769231
Spring,No,Queensland,Weekend,08:30:00,5409.227115384615,48.969903846153834
Spring,No,Queensland,Weekend,09:00:00,5430.548269230766,50.91009615384614
Spring,No,Queensland,Weekend,09:30:00,5441.319615384617,52.22317307692307
Spring,No,Queensland,Weekend,10:00:00,5400.708173076926,47.73538461538462
Spring,No,Queensland,Weekend,10:30:00,5367.879423076926,43.49509615384618
Spring,No,Queensland,Weekend,11:00:00,5324.771346153848,44.36384615384614
Spring,No,Queensland,Weekend,11:30:00,5302.763942307692,43.82971153846153
Spring,No,Queensland,Weekend,12:00:00,5306.336250000002,42.047019230769216
Spring,No,Queensland,Weekend,12:30:00,5314.264519230768,39.5835576923077
Spring,No,Queensland,Weekend,13:00:00,5346.804615384614,41.90365384615386
Spring,No,Queensland,Weekend,13:30:00,5401.78625,44.00846153846153
Spring,No,Queensland,Weekend,14:00:00,5479.066249999999,46.915769230769236
