REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2020/06/01 00:30:00,965.18,25.92,TRADE
TAS1,2020/06/01 01:00:00,961.51,26.73,TRADE
TAS1,2020/06/01 01:30:00,957.85,24.91,TRADE
TAS1,2020/06/01 02:00:00,956.69,14.09,TRADE
TAS1,2020/06/01 02:30:00,952.89,14.43,TRADE
TAS1,2020/06/01 03:00:00,940.33,-0.82,TRADE
TAS1,2020/06/01 03:30:00,967.18,-0.36,TRADE
TAS1,2020/06/01 04:00:00,971.63,0.54,TRADE
TAS1,2020/06/01 04:30:00,982.92,0.26,TRADE
TAS1,2020/06/01 05:00:00,998.55,13.99,TRADE
TAS1,2020/06/01 05:30:00,1000.63,21.35,TRADE
TAS1,2020/06/01 06:00:00,1051.55,23.58,TRADE
TAS1,2020/06/01 06:30:00,1109.35,30.78,TRADE
TAS1,2020/06/01 07:00:00,1204.75,51.78,TRADE
TAS1,2020/06/01 07:30:00,1328.4,34.19,TRADE
TAS1,2020/06/01 08:00:00,1402.8,42.94,TRADE
TAS1,2020/06/01 08:30:00,1419.62,45.84,TRADE
TAS1,2020/06/01 09:00:00,1418.08,52.24,TRADE
TAS1,2020/06/01 09:30:00,1389.08,62.95,TRADE
TAS1,2020/06/01 10:00:00,1368.88,49.59,TRADE
TAS1,2020/06/01 10:30:00,1322.68,36.34,TRADE
TAS1,2020/06/01 11:00:00,1286.84,33.87,TRADE
TAS1,2020/06/01 11:30:00,1253.13,24.91,TRADE
TAS1,2020/06/01 12:00:00,1229.48,37.04,TRADE
TAS1,2020/06/01 12:30:00,1223.49,36.58,TRADE
TAS1,2020/06/01 13:00:00,1183.65,35.79,TRADE
TAS1,2020/06/01 13:30:00,1077.1,65.19,TRADE
TAS1,2020/06/01 14:00:00,1093.56,102.90,TRADE
TAS1,2020/06/01 14:30:00,1092.64,56.75,TRADE
TAS1,2020/06/01 15:00:00,1095.05,88.98,TRADE
TAS1,2020/06/01 15:30:00,1111.21,38.55,TRADE
TAS1,2020/06/01 16:00:00,1133.99,131.82,TRADE
TAS1,2020/06/01 16:30:00,1172.09,70.07,TRADE
TAS1,2020/06/01 17:00:00,1250.76,137.60,TRADE
TAS1,2020/06/01 17:30:00,1311.27,58.41,TRADE
TAS1,2020/06/01 18:00:00,1336.13,44.39,TRADE
TAS1,2020/06/01 18:30:00,1317.59,45.33,TRADE
TAS1,2020/06/01 19:00:00,1320.8,40.46,TRADE
TAS1,2020/06/01 19:30:00,1290.28,37.41,TRADE
TAS1,2020/06/01 20:00:00,1268.25,38.77,TRADE
TAS1,2020/06/01 20:30:00,1238.1,45.63,TRADE
TAS1,2020/06/01 21:00:00,1205.25,41.20,TRADE
TAS1,2020/06/01 21:30:00,1186.32,39.87,TRADE
TAS1,2020/06/01 22:00:00,1131.65,38.59,TRADE
TAS1,2020/06/01 22:30:00,1098.16,35.33,TRADE
TAS1,2020/06/01 23:00:00,1053.31,33.02,TRADE
