PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,1/07/2019,MRIM,7175122.138,116569.447,105616.522,96596.958,89945.985,85552.514,82618.109,80823.249,79720.759,79850.365,80871.678,85329.547,93102.491,108419.013,127181.045,144435.699,161723.186,171612.949,175212.888,175736.951,170857.673,168412.401,164952.895,160986.222,158648.385,157786.068,158837.59,162013.189,165023.527,166194.679,166161.221,168706.556,172231.058,174146.323,179569.443,188579.549,198778.158,204938.96,208657.907,206801.659,203057.124,197897.553,192666.035,184046.327,171207.11,158821.011,149220.899,142482.797,132520.464
CITIPOWER,2/07/2019,MRIM,7090941.823,120195.529,109042.478,100430.509,94071.308,89712.604,86957.236,85289.991,84104.779,84361.25,85701.303,90782.053,98892.971,114965.308,134439.971,152264.795,169376.261,178855.181,183538.828,187766.866,184210.805,175275.213,167753.175,161450.745,156648.007,157407.407,161799.418,163846.277,164956.653,165408.754,163388.754,163289.492,159383.772,157624.27,165481.982,175384.308,184367.485,189513.376,192585.071,190440.402,187688.371,183833.38,178872.908,171185.075,160557.728,150539.132,142388.666,136795.475,128116.501
CITIPOWER,3/07/2019,MRIM,6904114.578,115087.846,103989.442,95766.725,89350.982,84891.405,81865.877,80153.252,78998.489,79051.156,80271.352,85007.785,92960.85,108330.835,126444.596,143498.775,159820.882,167710.377,169190.64,167680.161,163660.927,162266.871,163919.241,163795.509,161717.973,159229.244,156040.059,157026.333,156779.832,156337.098,156781.872,156634.853,156617.204,158716.817,164616.798,173646.255,183909.294,189624.289,192303.23,190885.004,188600.379,185807.002,182227.481,174712.822,164590.244,154682.492,146881.993,140677.661,131354.374
CITIPOWER,4/07/2019,MRIM,7280213.658,118485.282,107228.837,98597.346,92109.606,87993.319,84960.87,83392.868,82351.389,82891.074,84337.012,89177.584,97056.28,113798.218,133000.051,150763.802,168198.817,178099.403,181780.33,185461.788,185854.694,186408.242,184985.583,183957.982,181862.749,179658.949,175171.467,169822.248,162896.877,158455.789,155115.754,153348.91,154255.969,155833.105,163130.468,174486.786,187920.985,195632.312,199588.377,199260.911,197577.657,194952.427,191231.063,184970.513,174793.231,164702.823,155878.545,149296.566,139478.8
CITIPOWER,5/07/2019,MRIM,7054741.095,126257.531,114161.142,105173.422,98704.348,94162.379,91272.629,89528.372,88866.547,89175.42,90466.098,95363.465,103259.423,120121.884,139769.314,158091.36,176811.236,187762.212,190312.531,190279.797,187796.668,183645.868,176591.753,169962.567,164812.657,164313.2,160534.191,158020.382,153523.324,149109.522,146931.878,146761.279,148240.179,148690.26,153644.117,162173.314,173591.174,177917.613,179219.377,176396.89,174075.421,171054.586,168197.275,163652.642,157638.95,153050.784,149368.945,146991.318,139295.851
CITIPOWER,6/07/2019,MRIM,5943180.679,126577.321,114755.568,105355.162,97906.003,92870.937,89834.409,87616.681,85673.851,84839.431,85145.111,86656.65,88908.786,94896.67,101351.575,107409.359,119297.351,131212.499,138934.81,143042.232,143007.344,145625.197,140139.821,134290.266,129335.248,125856.855,122548.03,119476.781,116600.053,115014.757,116048.704,116321.891,116266.025,119348.65,127320.816,140133.522,154147.73,160830.514,161331.051,158562.606,156060.712,153035.682,150487.572,146791.375,141874.685,139377.128,138736.642,139184.721,133141.895
CITIPOWER,7/07/2019,MRIM,5887535.581,121551.661,110109.193,100808.544,93588.045,88127.927,84549.561,82028.353,80227.916,79118.138,78854.363,79517.027,80513.163,83868.194,87701.75,90930.336,98911.286,107887.476,115450.574,124081.426,128775.136,131513.55,132009.496,127492.289,120527.199,118841.757,121846.322,124618.84,126050.334,126662.795,126859.378,130267.113,135385.533,141992.81,151716.95,162061.667,171198.854,175857.577,175449.417,172373.978,168761.335,164964.758,160097.589,152472.112,142766.351,134846.494,129478.449,126144.119,118678.446
CITIPOWER,8/07/2019,MRIM,6452831.716,106862.453,96639.418,88544.331,82477.139,78331.914,75633.587,73946.95,72981.784,72940.651,74253.463,77939.116,84711.549,98427.02,115740.491,131987.504,148014.412,157010.821,157932.74,158351.839,155389.526,153094.227,150164.116,148497.013,148019.637,146364.751,145714.301,148659.571,147781.954,143511.994,141945.484,145072.432,147302.433,150290.292,156082.125,164108.397,174727.132,182721.685,186826.481,184570.166,181607.405,176545.4,171639.066,164290.957,153224.069,143335.004,135730.192,130662.653,122226.071
CITIPOWER,9/07/2019,MRIM,6848213.57,109999.421,99422.911,90926.281,85030.389,81297.686,78944.107,77602.963,77083.817,77335.718,78976.821,83855.576,91631.028,107610.107,126433.566,143064.053,159046.694,167500.722,171341.205,174141.789,172143.562,166524.247,162922.931,161993.46,155544.514,156737.874,159495.456,162108.097,162015.293,161944.418,159553.746,158292.535,155589.627,154985.434,159232.461,167560.894,180602.761,187604.187,190987.48,190185.592,187749.67,183978.209,178987.939,171478.273,160640.88,150491.583,143180.891,136807.703,127628.999
CITIPOWER,10/07/2019,MRIM,6931664.708,114754.09,103291.745,94222.371,88161.729,83678.992,81302.854,79405.479,78512.498,78783.423,79661.847,84620.318,92093.715,107228.488,125603.641,141857.666,158156.608,165817.92,166144.538,165554.459,161652.462,158707.754,155221.815,153074.473,150615.371,156382.27,160794.485,166556.054,168029.515,165369.409,165079.594,159618.839,158969.484,161429.855,164983.542,175876.908,187083.768,192088.728,194985.595,193248.019,190425.757,186460.996,181155.351,174753.842,165636.305,158756.305,153436.307,146233.768,136185.756
