PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,01/01/2017,MRIM,3689544.824,84630.515,78164.456,72908.534,68675.862,65904.399,63683.531,62233.076,60993.707,60382.547,59820.1,59917.396,59589.51,60820.201,62580.316,62942.611,65964.485,70607.131,76189.826,78980.204,78984.367,81945.5,83472.506,83994.239,82703.578,82154.453,83152.601,82282.206,81076.831,81352.607,81166.137,80376.419,80186.782,80291.65,82046.125,84693.405,88181.699,88801.169,88479.234,87738.368,88008.938,87749.749,85926.108,82989.461,79198.505,79499.843,81557.466,85077.981,81468.49
CITIPOWER,02/01/2017,MRIM,3773205.473,71716.334,65314.851,61071.213,58439.054,57044.364,55832.066,55193.88,54880.021,54974.253,55555.768,57266.585,58702.772,62261.686,66039.504,68826.666,73176.569,78150.999,80829.075,83616.057,86382.126,86266.359,88492.318,88537.887,89256.614,88328.091,86223.127,86589.69,86171.564,86251.718,86354.421,86146.005,86627.553,89602.763,92604.322,94708.951,95623.545,94434.342,93761.911,93142.789,93226.952,92720.315,90013.551,85843.29,80317.219,78999.481,81291.694,84878.117,81517.041
CITIPOWER,03/01/2017,MRIM,4136459.646,71780.68,64877.092,60177.015,57195.628,55581.568,54504.203,53950.644,53862.509,54727.085,56811.018,61269.772,67016.649,76718.627,85074.061,87406.822,92179.423,97195.957,99491.326,101882.593,102796.997,103071.545,101800.622,101425.133,100908.519,100428.555,99523.612,99695.328,98995.455,98525.269,98418.472,98788.57,99499.093,99789.443,100177.635,99731.618,100058.006,98662.167,96700.031,94806.099,94835.567,96401.268,94170.064,89513.368,83305.803,81520.675,83089.975,85687.749,82430.336
CITIPOWER,04/01/2017,MRIM,4880433.947,72295.749,65436.091,60945.532,58065.766,56483.985,55362.22,54924.398,54848.212,55635.816,57395.946,61746.739,67998.597,77690.257,86250.626,88535.274,93652.576,99774.703,102584.386,106214.516,108211.163,110455.553,112012.615,113839.082,115718.331,117868.982,120015.263,122403.138,124301.162,126820.795,130482.742,133497.551,134682.193,136040.802,137336.827,136838.626,137756.142,135286.673,130860.639,126791.189,124909.928,124719.311,121988.512,115213.111,106616.662,102308.984,100842.566,101013.763,95760.253
CITIPOWER,05/01/2017,MRIM,5778544.259,84251.146,76610.372,71632.86,68427.384,66385.729,65051.691,64057.807,63654.303,63977.207,65684.871,70021.847,75385.577,86202.751,95638.344,100634.925,108629.272,117558.936,124001.745,128928.694,133055.193,136758.654,138395.218,141381.489,145820.137,149317.665,152751.033,156194.309,159330.092,162510.136,165018.496,167256.294,169173.088,167840.633,166177.319,164348.336,163439.336,158930.057,153531.546,147162.834,142358.911,139977.041,135435.454,126488.674,115725.662,109538.266,107093.503,106663.52,100135.902
CITIPOWER,06/01/2017,MRIM,6429220.477,88124.825,80411.311,75354.653,72068.15,70118.47,68571.703,67399.119,66728.258,67086.484,68416.01,72531.21,78571.951,88827.423,97938.459,102549.871,111040.526,120594.088,126605.276,133843.067,139184.451,144235.891,149419.789,155019.909,160568.524,165689.413,170791.532,175769.948,179807.17,183860.798,187334.506,190523.245,193992.385,193618.744,191848.073,186036.325,183250.543,179046.307,174650.588,169038.252,164930.979,162931.369,159174.615,151698.175,141793.227,135007.818,131623.703,129801.669,121791.675
CITIPOWER,07/01/2017,MRIM,6852230.785,108176.565,99270.829,93223.54,88447.755,85617.271,82959.345,80929.043,79523.319,78710.279,78015.169,78239.885,79995.032,84856.858,91742.495,98605.18,108709.913,120657.127,131052.907,142158.131,149530.402,156476.901,161673.674,166415.414,170804.398,174273.454,177378.349,180802.063,183207.984,186930.581,188878.831,190739.705,191890.531,190750.666,190486.166,190441.164,189823.216,187965.109,185646.521,182219.174,178887.58,177445.866,174180.095,167459.352,158078.974,152816.248,149420.47,147290.941,139426.313
CITIPOWER,08/01/2017,MRIM,6002101.963,126567.271,118270.259,112649.435,108824.367,106297.465,104130.432,102010.914,100299.203,99459.857,98742.715,98722.527,99020.75,101182.458,105208.542,108991.159,114429.729,126251.575,138132.756,146582.004,151719.291,154724.419,154573.779,154340.663,151954.856,149166.485,147520.185,146175.162,145091.404,143872.2,142329.881,141122.413,141476.973,142212.51,143186.97,142983.769,141975.259,138841.041,133335.248,127627.163,124384.586,124085.921,121017.501,114524.445,106145.403,101972.427,100925.693,102173.813,96869.085
CITIPOWER,09/01/2017,MRIM,5227333.842,85463.8,78424.195,74074.446,71128.091,69628.993,68321.236,67552.421,67205.729,68104.175,70478.96,76196.156,84670.859,97779.046,108809.765,113252.595,119645.646,127448.187,131380.775,135377.134,135683.614,137171.089,137844.255,137898.059,136422.779,136532.786,135574.336,134615.074,133595.908,132261.322,130839.34,129550.747,128143.454,125213.414,122182.844,120892.369,122935.553,122407.365,120359.1,116591.804,114728.316,115003.311,112484.631,105636.853,97432.614,93388.155,92968.571,94402.983,89630.987
CITIPOWER,10/01/2017,MRIM,5381753.451,78665.041,71793.235,67636.696,65133.253,64013.503,63045.821,62458.967,62311.025,63395.794,66028.504,72094.434,80793.427,94037.807,104997.207,108678.391,114181.044,119538.182,121635.586,124096.89,127163.854,130551.073,133515.118,136841.807,139572.68,142424.364,145104.562,147063.246,149201.402,150895.112,152197.676,152752.927,152096.785,150472.209,148596.592,145564.006,142634.564,136869.884,130756.65,124550.097,120712.984,119168.455,115201.511,107588.284,99056.658,95252.497,94765.212,95795.376,90853.059
