PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,01/10/2017,MRIM,4878664.802,102116.182,92929.244,85684.143,80002.803,75964.315,72861.411,70836.735,69459.954,68784.053,69243.938,70612.789,72593.779,76610.242,82237.248,83935.336,89311.775,95377.589,98927.794,100785.155,104828.719,108321.06,107978.182,109697.666,109710.778,109212.157,106649.951,106807.058,105187.61,104555.058,104720.495,105798.785,108131.638,111444.453,117544.54,123707.23,129330.409,134810.07,140177.906,140430.611,138954.885,134079.533,127527.99,118776.054,107926.104,101709.459,100510.655,102415.42,99445.841
CITIPOWER,02/10/2017,MRIM,5547515.924,89853.143,81948.979,75906.383,71214.752,68559.494,66497.633,66258.776,66400.879,68550.139,72571.967,82758.484,96603.555,117075.94,133878.542,135680.132,139383.533,143492.858,145403.802,147731.002,147665.581,147837.748,145916.804,143477.128,138998.81,134241.651,128968.571,125413.418,122077.142,119144.119,117497.211,116786.194,117261.275,117700.856,120339.875,124542.657,130238.331,135882.33,143498.496,144879.157,143303.035,139315.837,132316.66,122111.945,110184.601,103500.424,101989.103,103028.989,99627.983
CITIPOWER,03/10/2017,MRIM,5275731.871,90492.241,82485.071,76532.918,72388.639,69924.017,68524.677,68087.484,68477.078,71244.107,76418.437,87552.379,103133.778,124256.774,139476.349,138841.375,138985.216,138340.044,134822.075,131602.194,127770.953,125922.84,123674.226,122516.234,121906.009,119937.216,118422.487,118001.022,115827.183,114837.483,114677.081,113458.077,114919.942,114686.58,115709.597,117896.473,121229.79,125216.598,131862.796,132964.041,131186.983,128212.846,122276.191,112877.281,102532.79,96894.15,95849.053,97972.946,94908.15
CITIPOWER,04/10/2017,MRIM,5076337.042,85338.288,77588.268,71945.665,67772.874,65556.729,63872.892,63403.099,63839.407,66483.945,71176.601,81989.76,95722.025,115305.748,129573.228,128595.356,130067.233,129649.983,127679.456,126362.074,124787.943,125102.159,123596.938,121880.861,120461.215,119221.385,117857.691,117143.668,116006.647,114887.68,114558.888,115601.707,115616.611,116527.353,117213.639,117813.413,119900.409,122520.514,126001.81,125600.812,123124.423,118856.297,113117.862,105025.667,95582.365,91366.522,91061.463,93547.175,90431.294
CITIPOWER,05/10/2017,MRIM,5139550.891,81014.588,73134.678,67706.504,63780.678,61680.828,60065.071,59258.758,59452.895,61176.568,65136.153,73544.586,85384.977,102142.447,115884.723,116963.783,120657.518,124125.694,126543.618,129161.647,130151.914,129820.357,124239.145,123123.702,126993.387,127918.881,127124.803,126661.522,125122.877,121024.519,118488.778,116158.573,115071.094,116091.169,119060.606,120781.202,125263.72,130451.12,133441.704,132451.763,131244.671,128656.528,123293.055,115320.991,105528.871,100212.033,99552.134,101511.898,97974.16
CITIPOWER,06/10/2017,MRIM,5520912.887,88347.909,79994.091,73833.39,69955.058,67623.523,66044.675,65889.732,66211.442,68365.608,73340.253,84067.312,98651.009,118629.971,135271.005,137984.773,144134.073,147895.711,147946.007,148766.263,146714.649,142616.431,138341.175,138609.383,136914.744,133713.164,131409.011,128596.126,125183.963,122942.79,121325.407,120685.778,120890.781,121047.852,121972.21,124989.713,130002.514,133948.946,136434.94,135204.501,132207.632,127854.677,123468.834,117004.677,108613.315,104817.123,104417.46,106194.86,101838.426
CITIPOWER,07/10/2017,MRIM,4557700.869,92098.047,83617.849,77148.91,72773.811,70092.332,68176.054,67129.389,66833.165,67480.826,68891.73,72489.462,77257.679,85091.35,93533.015,96089.338,100833.855,104780.272,106526.89,108817.778,109003.336,111231.221,108945.988,106203.275,106938.866,105926.587,102256.12,100562.74,97588.896,93982.088,93917.226,94088.091,96339.349,98839.246,102563.212,104468.884,106324.194,108536.81,112682.475,113072.933,111559.437,108272.072,104897.388,100214.74,94599.982,93529.544,95370.541,99271.38,96852.496
CITIPOWER,08/10/2017,MRIM,4253970.881,87079.57,79166.788,72570.348,67829.517,64581.613,62380.776,61230.724,60375.316,60214.193,60643.923,62624.986,64563.752,69150.107,74515.894,76976.826,82408.257,86954.126,91947.157,96271.254,94938.219,95093.682,94599.633,94938.276,99790.767,99912.95,96679.275,91214.967,90397.196,89991.845,90578.647,93120.207,95108.547,98090.227,102200.953,106857.429,111777.497,114110.706,118458.254,118314.301,116153.611,112060.774,106412.606,98863.228,90092.506,86018.73,86836.904,90882.114,88991.703
CITIPOWER,09/10/2017,MRIM,4980030.623,79983.857,72653.612,66719.097,62672.054,60422.593,58868.303,58233.449,58217.786,60396.297,64479.331,73643.048,87526.297,105747.515,119770.554,119169.65,120719.882,120731.5,119289.235,119352.15,119622.721,121695.117,122777.894,122277.641,120676.793,119882.711,119388.501,118218.12,116400.343,114348.547,114086.291,113990.836,115313.02,116338.254,118211.456,122236.629,124774.43,126855.225,131339.66,132008.168,129696.032,124933.337,117302.453,107305.967,96642.49,90868.804,90576.253,93508.434,90158.286
CITIPOWER,10/10/2017,MRIM,4989759.043,80911.002,73688.027,68373.969,64796.102,62780.295,61629.045,61332.272,61842.288,64656.193,69789.319,81666.82,97833.867,118515.4,130535.641,125413.324,123136.604,123258.232,121536.68,120999.343,119967.785,119373.053,118496.045,117951.256,117225.899,116197.907,114811.895,114192.999,112645.423,111272.155,111156.373,112044.05,113128.857,114252.975,115638.899,117516.586,119881.648,122034.602,126818.436,127810.03,125867.837,121668.469,116096.413,107272.44,97049.476,91531.033,91123.437,93612.059,90426.583
CITIPOWER,11/10/2017,MRIM,5201876.367,80923.921,73126.46,68010.955,64630.207,62615.672,61286.004,61066.263,61443.529,63903.943,68950.619,80298.803,95912.221,115454.584,126342.248,121274.712,119947.864,121750.649,123896.022,125516.192,127279.967,128358.521,129878.219,129480.754,126283.039,127229.929,128030.097,128103.026,125180.181,120946.843,120693.846,122541.204,123510.868,124960.618,127521.335,130006.956,133665.178,135654.706,135521.109,131977.707,128628.569,124701.099,117063.594,108143.583,98105.176,92821.192,92158.014,95109.672,91970.497
CITIPOWER,12/10/2017,MRIM,5202815.53,82587.433,75235.115,69607.636,65877.152,64028.33,62570.714,62300.129,62777.924,65438.61,70379.469,82274.829,98433.521,119099.492,133191.309,129220.344,126070.89,125566.038,124940.744,127516.527,127714.958,127422.64,126698.613,125628.67,125288.11,125030.553,122613.726,121881.42,122493.238,120397.103,118765.169,117519.929,118468.373,120213.375,122104.956,125123.9,129722.07,131556.936,134131.259,133204.076,130337.59,125068.485,118447.52,109411.295,99096.148,94337.757,93915.058,96308.059,92798.338
