PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,01/07/2017,MRIM,7094098.11,140465.844,127444.204,117244.472,109433.131,103777.135,100206.785,97584.484,96160.766,95410.684,95549.609,97519.728,100386.036,106226.723,114153.201,120317.481,135007.883,149992.158,160317.861,168494.235,171495.768,171871.9,168245.372,163766.796,158885.271,154717.573,150298.229,148684.053,146184.42,144360.528,143873.971,144419.197,147618.681,150835.904,161436.587,175887.431,191417.717,197598.358,197766.355,194530.547,190788.357,187717.085,184288.291,180239.354,174104.422,169604.755,166652.171,164195.984,156920.613
CITIPOWER,02/07/2017,MRIM,7072379.088,144516.669,131996.084,121539.988,113033.395,107022.673,102964.132,99860.264,97881.202,96859.191,96675.248,97711.936,99863.39,104314.985,109754.366,113261.242,125294.075,139121.146,149762.288,156846.684,159875.12,161322.291,160384.01,157491.606,156930.398,154500.433,150483.556,148453.383,144424.723,141712.436,140267.744,140835.073,143914.227,147809.552,159087.072,174293.958,192443.491,202508.682,206486.299,206718.314,204748.412,202077.4,198391.961,192545.193,182727.411,171953.129,161976.866,154688.369,145049.021
CITIPOWER,03/07/2017,MRIM,7975750.756,132334.762,120291.208,110193.222,102356.26,97129.491,93446.801,91185.174,90138.096,89808.177,90861.332,95378.6,103364.565,120020.79,140939.423,160059.189,180375.36,191067.305,194396.635,195063.518,191210.124,189956.785,191927.177,193055.925,193440.776,194355.398,193091.708,197053.381,199953.327,202632.671,201545.59,195837.74,187300.344,185218.105,188368.975,196652.56,209024.677,216455.027,220092.118,218490.559,215076.645,209578.637,203097.396,193557.861,179777.577,166478.731,156391.067,148920.035,138799.932
CITIPOWER,04/07/2017,MRIM,7127935.998,125440.776,113254.801,103688.812,96278.127,91570.971,88261.736,86336.833,84976.937,84746.601,85825.448,90170.282,97395.19,113155.224,133123.719,150318.53,168509.002,177342.697,177493.263,176858.114,172977.813,170317.285,166048.335,162428.031,160384.774,158593.645,159038.568,161491.12,160142.887,159420.325,160524.94,161137.624,161432.496,164539.49,171516.352,179320.588,188712.896,193932.404,196190.269,196007.786,193136.379,188985.7,183798.897,176516.069,165224,154720.316,145715.198,140051.733,130883.015
CITIPOWER,05/07/2017,MRIM,6949791.571,117398.819,105927.204,96881.534,89650.415,85132.171,82012.187,80373.98,79210.513,79064.755,79900.473,83757.365,90555.919,105462.863,123513.633,139696.653,156618.888,165553.78,168227.775,170512.054,168224.943,168901.138,165373.124,162767.352,160117.117,161116.175,159995.089,162057.045,158994.134,156439.328,156295.544,156561.132,156277.537,158868.495,164637.968,172569.784,184268.533,191384.905,193904.972,192741.87,190701.654,187591.259,184197.843,177926.082,168321.476,158907.228,150701.312,144896.267,135601.284
CITIPOWER,06/07/2017,MRIM,7231263.839,122678.047,111063.384,101271.286,94350.486,90006.738,87324.658,85455.717,84585.093,84565.491,85924.484,90361.084,98109.286,114356.539,134306.924,152213.334,170832.368,181070.042,183520.289,184255.69,179945.647,176487.856,171644.103,167315.829,163268.194,160560.859,159156.455,162344.138,160586.726,158143.997,156209.299,156235.108,157398.23,158083.32,164703.282,175516.308,188600.506,196179.38,200874.608,200837.762,199531.519,196920.849,193055.657,186351.258,175551.232,165033.512,156285.733,149189.429,139002.103
CITIPOWER,07/07/2017,MRIM,7010681.484,125589.837,113165.73,103439.659,96432.442,91549.526,88270.01,86270.001,85092.844,84728.827,85791.934,89625.499,96796.511,111715.81,130437.762,146344.184,164948.337,176022.393,180547.136,181716.457,179482.587,174727.279,169822.821,166656.227,164366.426,162453.067,160213.84,159299.603,156776.726,154022.873,152082.695,150654.608,151301.551,152815.549,160506.851,169935.498,179926.738,183390.518,183707.951,181144.37,178082.34,174658.126,171533.242,167626.375,161292.607,157260.649,153954.973,151319.25,143181.245
CITIPOWER,08/07/2017,MRIM,6685388.339,130664.241,118439.298,108482.782,100892.169,95744.738,92068.558,89606.775,87899.443,87008.981,86997.497,88441.838,91123.448,96629.093,103206.21,107718.266,119690.101,132804.488,143409.501,149878.752,154721.817,159230.61,158130.312,155811.984,153659.239,152425.948,152578.943,155173.163,151399.606,152598.386,153624.616,153616.841,157139.859,155952.093,158344.171,167728.779,177833.193,182022.118,182113.037,179001.933,175052.828,171221.779,168251.747,163877.347,158414.649,154957.833,153103.157,151636.863,145059.309
CITIPOWER,09/07/2017,MRIM,6493509.303,133185.427,121250.033,110907.154,102414.424,96386.115,92122.651,89232.371,87018.741,85923.489,85666.448,86332.606,88249.174,92191.348,96774.48,99196.868,108893.855,119163.027,127277.381,133131.353,135258.645,137704.05,137611.442,140406.499,143262.603,142580.727,140814.09,142827.664,141303.626,141957.128,144114.616,146445.191,150001.986,151223.372,155110.041,165182.356,179118.907,187773.216,190553.437,189632.794,187453.363,184565.11,181111.781,174434.608,164678.729,155300.525,148788.58,143691.249,135286.023
CITIPOWER,10/07/2017,MRIM,7241440.774,122650.712,111534.193,101887.65,94830.836,90212.819,86957.196,85243.12,84018.293,83841.183,84926.731,89020.993,96300.158,112373.646,132703.228,150600.055,170012.516,181701.704,184036.589,184247.89,180766.363,177472.443,172510.519,168261.194,164229.663,164068.26,166375.318,168996.91,168676.238,167820.565,166351.934,166023.251,166367.62,163963.863,169620.913,178373.763,189638.074,196301.801,200076.216,199006.329,196626.71,191850.991,186521.84,178942.439,167769.111,156402.929,147524.15,141638.977,132162.878
