PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,01/07/2018,MRIM,6682793.102,138057.874,126377.27,116502.022,108855.986,101675.836,97251.797,94384.279,92538.79,91644.112,91459.548,92372.381,94013.092,98064.498,103158.047,106738.333,117844.161,130159.36,139154.097,144660.945,147989.564,148885.857,146604.079,143085.711,139279.407,138848.121,137070.593,138475.614,137626.711,134999.868,135351.663,136578.351,138069.683,142480.193,154106.096,170333.061,186131.556,194442.663,197298.434,196404.36,194186.549,191284.723,187857.373,181667.498,171928.72,162190.13,154575.838,149517.538,140610.72
CITIPOWER,02/07/2018,MRIM,7756398.065,128422.567,117088.1,108307.479,101560.056,96920.944,93450.416,91219.521,90125.619,90693.554,92130.856,96979.051,105281.682,122508.386,143357.694,163169.862,184247.509,196745.639,199988.173,202392.288,200420.662,197907.927,192355.265,186772.969,180953.241,176787.873,172812.859,171666.85,168693.461,165898.241,164072.916,163739.364,165676.586,168296.171,176981.885,189953.592,203667.314,212234.152,217521.158,216834.364,214583.064,210122.237,205365.817,196505.787,184006.429,171290.881,160646.8,152800.87,143239.934
CITIPOWER,03/07/2018,MRIM,7644821.846,130301.466,118910.496,109640.454,102509.104,96678.664,92881.887,90521.105,89182.405,89387.46,90641.874,95167.697,103234.513,119803.744,139864.867,157783.079,175362.265,185025.325,188986.008,190755.588,186545.728,185055.927,182918.635,183001.905,185689.338,188200.873,187088.998,184999.427,177780.206,172482.738,170555.841,172714.461,175296.056,173721.754,179526.804,189534.453,201406.175,206719.915,209179.426,207779.838,205242.404,200698.708,194475.635,186168.275,174341.176,162954.927,152725.258,145597.878,135781.086
CITIPOWER,04/07/2018,MRIM,7034516.127,122758.032,110777.462,101567.251,94519.342,89663.43,86590.403,84621.672,83724.987,84296.645,85442.664,89349.312,96579.226,112671.012,130275.603,146093.527,161861.228,172033.097,175126.998,177405.965,178501.934,181048.622,179849.249,179344.457,178479.471,176483.984,173367.845,165796.817,160202.876,153925.46,153503.599,155031.076,153538.242,154647.213,161948.15,171653.513,182542.66,186927.343,188541.229,185579.91,182529.956,178637.374,174060.103,167523.497,157168.845,147546.817,139967.582,134822.798,125987.649
CITIPOWER,05/07/2018,MRIM,6528596.763,112903.559,101679.043,92702.474,86387.028,82053.578,79241.2,77247.621,76527.769,76590.894,77585.123,81215.998,87142.714,100569.099,117291.592,131453.02,147016.154,156606.093,160527.07,165254.033,167601.813,169860.52,168813.737,167505.214,166969.524,166545.934,164893.65,164994.347,160800.442,154601.625,150080.534,150170.211,150486.48,149180.618,150129.325,155923.11,165295.111,169533.786,170694.206,168124.852,165108.653,160683.309,156416.078,150492.201,142485.834,135369.577,129977.925,126748.435,119115.65
CITIPOWER,06/07/2018,MRIM,6353159.922,106682.78,95618.172,87203.315,81064.706,76841.901,74376.472,72616.018,71662.655,71892.756,72815.726,76326.702,82321.98,95134.79,110403.669,124554.616,138100.756,146354.523,151778.319,159534.699,164777.433,166133.204,164242.362,159032.475,152791.05,150489.519,148459.887,147550.319,146544.225,144491.383,141735.486,141592.768,142092.267,143162.335,148375.019,157487.884,166817.105,170603.699,171135.606,168289.411,165415.966,162286.953,159782.556,155699.472,150278.845,146575.991,143898.744,142302.404,135830.999
CITIPOWER,07/07/2018,MRIM,6408454.731,123621.713,112121.618,102651.612,95436.335,89826.708,85814.949,83091.642,81339.118,80936.095,80769.501,82254.665,84492.836,88984.346,94332.396,99338.721,110002.655,122853.733,134097.286,144650.746,150722.759,157153.723,157934.779,152840.027,147310.617,145382.643,145416.177,141094.065,138318.354,141304.286,142815.969,145504.88,148150.861,152023.517,156998.216,165922.4,177114.064,181518.718,181206.701,177098.037,172680.228,168482.884,164377.824,159914.397,153662.565,149566.071,147978.214,147735.091,141609.989
CITIPOWER,08/07/2018,MRIM,6258892.739,130734.515,119050.998,109143.79,100853.85,93843.558,89325.158,86014.231,84071.428,82796.615,82327.625,82608.474,83478.474,87256.941,91085.775,92663.771,100692.605,110567.742,118858.055,127155.329,132761.759,136922.043,142005.876,143232.643,143057.977,135426.359,137013.538,140744.92,137208.048,137396.613,135123.171,138472.791,142721.787,142418.509,148717.91,160513.131,173996.313,182246.244,184550.535,183251.798,180160.553,176477.152,172562.016,165879.817,156949.592,148259.192,141904.302,137382.982,129006.234
CITIPOWER,09/07/2018,MRIM,6974922.352,116619.816,105475.557,96655.944,89881.277,85282.033,81779.643,79903.964,78759.977,78709.93,79822.247,83668.095,90197.448,105269.216,122942.342,139923.378,157304.648,168161.932,172367.416,176047.943,174443.973,169201.149,167730.282,169554.423,162065.754,158231.807,158519.322,161525.418,160693.282,161643.327,160085.548,157905.345,158337.42,160593.908,166910.391,176624.644,187681.846,194345.449,198198.94,195768.966,192379.112,187734.157,182316.52,174543.577,163560.664,152959.379,144730.04,138557.276,129307.627
CITIPOWER,10/07/2018,MRIM,7290911.826,116354.453,104856.396,96070.988,89358.376,85091.817,82445.129,80522.129,79404.106,79585.886,80691.942,84993.201,92065.282,107670.694,126246.732,142755.036,160391.493,170193.881,173853.426,177484.616,177885.694,179861.839,179715.182,180018.393,179335.869,180047.598,178099.962,175736.108,171506.894,170365.695,170671.169,170129.434,170350.058,170344.219,175512.492,184120.591,195905.191,202643.548,205829.722,203781.695,200546.92,196650.462,191470.551,183910.808,172199.115,161110.373,152387.404,145373.647,135365.61
