PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,01/04/2018,MRIM,3792802.738,75720.17,69067.266,64373.484,61140.818,59373.349,57894.47,57119.551,56359.584,56133.989,56014.634,56748.904,57511.044,60245.918,63372.698,66228.106,71230.107,74466.94,77373.08,80331.195,82005.788,84130.692,86664.878,87109.706,88301.767,87481.753,88265.625,86823.105,83819.88,81159.925,82671.427,85431.901,85263.656,86166.855,88249.417,89938.596,91787.805,95401.374,99781.159,99343.214,97528.528,94695.048,91832.211,88979.445,85578.563,86103.794,88422.152,91516.018,87643.149
CITIPOWER,02/04/2018,MRIM,4014966.878,77678.18,70452.924,65291.196,61838.169,59725.773,58291.603,57260.616,56460.044,56461.41,56592.717,57381.168,58238.818,61478.382,64277.602,67667.352,73040.173,77994.541,81580.44,85802.057,87276.552,89460.607,90805.99,89636.781,90604.132,90951.302,89685.524,88647.564,88550.372,88618.111,88946.187,90191.052,91323.731,93165.372,95925.38,99127.965,103702.852,109505.312,115155.198,114051.583,110408.826,106442.526,102175.567,97783.467,92115.147,90489.491,90924.874,92871.633,88910.615
CITIPOWER,03/04/2018,MRIM,4788604.363,78272.878,70314.352,64685.702,60940.583,58937.272,57534.302,56715.404,56194.566,56157.87,56917.964,59114.542,63059.586,72483.42,84106.627,93939.255,101944.422,108936.473,113121.939,116274.851,117665.517,119543.608,119473.852,119510.665,119390.704,120830.838,119581.569,120638.961,119299.108,118582.881,117845.995,117529.687,117674.589,117551.384,118374.914,118831.502,120581.255,125168.469,130267.446,128295.059,124035.101,119032.936,113948.18,108681.964,101593.514,97894.425,96919.42,97492.138,92716.674
CITIPOWER,04/04/2018,MRIM,4838017.79,81131.016,72468.524,66335.373,62492.828,60074.494,58835.772,57812.411,57345.387,57336.481,58149.289,60593.6,64744.194,74300.112,86190.447,96083.522,104983.807,110624.74,113074.045,115777.911,116896.84,117516.198,117817.751,118021.601,118223.058,119374.233,119776.775,120618.211,120383.488,120739.108,120211.359,119888.77,119956.149,119990.294,120527.838,120706.348,121884.051,125675.788,130703.284,128802.535,124556.933,118923.361,114531.699,109282.906,102819.429,99682.03,99092.826,99330.668,93730.306
CITIPOWER,05/04/2018,MRIM,4899940.703,81999.661,72803.281,66790.022,62866.959,60553.276,59114.234,58050.55,57612.569,57538.952,58126.477,60590.49,64889.065,74318.533,86492.995,96683.324,107408.599,114290.779,118147.121,121434.676,122640.903,123872.65,123691.226,123795.901,123134.408,124841.412,122666.369,122839.819,122183.276,120334.792,118587.491,117435.417,117365.06,117163.15,117976.109,118369.039,120510.349,125640.727,130514.629,128770.717,125238.388,121222.909,116440.081,111119.121,104819.231,101894.768,100855.875,100863.282,95442.041
CITIPOWER,06/04/2018,MRIM,4813835.792,83845.27,74460.217,67943.201,63858.869,61296.325,59620.162,58608.617,58030.499,57873.903,58664.212,60873.283,65101.086,74129.343,86014.288,96398.814,107164.734,114219.696,116655.243,117576.304,118366.139,120357.142,120481.526,120561.669,119103.764,120900.288,119737.989,119743.235,119206.809,119639.208,119335.183,119055.222,118887.366,118793.869,117516.334,117101.918,118750.648,121308.193,123281.256,119986.345,115780.743,111471.238,107725.454,104108.703,99387.35,98978.13,100778.784,102861.476,98295.745
CITIPOWER,07/04/2018,MRIM,4239683.69,86348.475,76991.298,70516.805,65979.896,63250.858,61080.518,59917.451,58826.975,58293.085,58256.297,58933.786,60322.57,63790.147,67988.32,72137.61,78131.325,84729.999,89324.18,94120.898,95821.649,97934.97,97804.866,97474.704,97248.919,96977.403,96359.806,95634.055,94967.374,94758.884,94733.779,95091.126,95781.412,97184.33,99613.72,101502.425,104886.904,111344.91,115726.586,113930.364,110482.153,106718.474,104016.277,100530.725,96639.486,97117.004,99559.012,102323.346,98578.534
CITIPOWER,08/04/2018,MRIM,4247927.691,87544.624,78498.687,71669.024,67104.927,63904.46,61754.052,59964.735,58914.343,58170.303,57828.607,58211.573,58908.423,61038.447,63876.812,66512.99,71218.737,76347.606,80422.801,85424.837,88487.75,92258.721,93904.341,94840.094,95394.52,95276.421,94966.137,95345.244,95728.373,97862.711,99047.203,100345.888,100350.787,100206.694,103127.292,106036.126,110783.644,118565.087,122627.886,120543.086,117066.014,113224.815,109571.625,105394.032,100053.909,97493.156,97590.817,99355.796,95163.534
CITIPOWER,09/04/2018,MRIM,4922512.932,83779.233,75108.338,68785.845,64481.273,61875.225,60262.893,58866.571,58319.605,58238.193,58558.559,60872.344,64428.03,73736.772,84994.739,94514.645,104686.389,111108.907,114313.856,117309.323,118000.52,119749.32,120005.815,120534.892,119617.597,120922.97,122085.165,123791.829,123394.768,123836.789,124116.548,123942.661,123728.28,123414.393,124003.985,122983.932,124617.467,130024.877,134112.607,130875.195,126131.198,120955.351,116317.676,110556.205,104584.546,101032.679,99785.659,100214.174,94935.094
CITIPOWER,10/04/2018,MRIM,5125888.152,82877.952,73571.284,67409.5,63286.201,61041.533,59490.549,58303.022,57817.015,57985.629,58716.518,60957.184,64968.794,74638.574,86560.442,97273.024,107413.936,114232.918,117584.171,124429.695,126228.814,126711.138,127482.585,128997.223,129651.907,128353.859,131832.608,136496.392,136228.985,135567.271,134604.41,131958.831,130796.653,129525.876,128526.584,127376.69,129179.325,133801.546,135789.032,132859.162,129007.326,124421.951,120091.612,115179.072,109581.704,106585.944,105889.653,105359.017,99245.041
