PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,1/04/2019,MRIM,5214935.935,79356.518,71735.865,66311.9,62839.206,60801.756,59815.902,59307.586,59770.818,62081.727,66514.136,77020.486,91526.508,111066.143,125365.626,125476.344,126216.359,128119.872,128449.82,129259.994,129010.752,129532.937,130466.381,131325.589,131205.662,130679.502,128944.385,127551.243,125127.44,123498.371,122281.913,121885.392,122594.361,123181.715,124932.569,127538.619,131539.128,135815.764,139237.19,136597.074,132573.859,127402.082,119506.905,108286.893,97355.111,91794.416,91031.637,93231.594,89770.885
CITIPOWER,2/04/2019,MRIM,5039796.03,80407.916,72760.233,67666.842,64967.614,63432.123,62664.399,62626.102,63118.994,65993.724,71526.344,84030.272,101548.934,124590.804,139590.902,137549.03,135350.596,133873.758,131712.2,129193.486,125665.167,122414.38,119822.853,118185.582,120429.246,116811.355,114625.588,113950.356,112680.953,112059.594,112454.852,113992.946,115830.435,117119.966,119001.407,119792.085,121822.363,124055.647,126522.013,123492.753,119158.006,114798.48,107938.603,99369.164,89898.262,85756.736,86065.243,88453.535,85024.187
CITIPOWER,3/04/2019,MRIM,4921582.158,75465.963,68299.485,63407.485,60593.743,59313.481,58331.942,58181.813,58570.463,60750.328,65218.006,75341.054,89436.567,107919.332,119365.687,117050.058,115945.447,117190.71,117323.982,118684.005,118233.747,118700.761,117258.638,121770.28,119786.934,119220.912,122087.95,121584.655,119568.94,118609.927,117854.514,117620.27,119932.937,121889.138,123659.64,126172.034,128900.812,129907.719,128439.909,124439.813,120017.468,114978.958,108178.729,99487.166,90171.664,86155.92,86354.385,88655.391,85553.396
CITIPOWER,4/04/2019,MRIM,4885117.834,75855.958,68434.089,63875.995,61026.557,59570.309,58676.851,58371.983,58783.23,60948.186,65447.945,76018.377,90042.026,108620.003,121247.322,119506.804,118590.114,119970.372,120528.079,121825.992,121617.837,122007.206,120203.312,118975.893,115777.255,115039.758,115864.931,116444.638,116182.938,115173.332,115963.818,116877.504,118523.813,119235.539,119813.103,120964.635,123076.938,124017.959,124729.814,121360.412,117528.961,112792.456,107058.234,99237.911,90507.954,86969.276,86836.203,89449.309,85546.703
CITIPOWER,5/04/2019,MRIM,4991246.994,75663.663,68551.661,63766.901,61057.565,59477.898,58672.229,58211.421,58738.878,60688.661,65058.705,74892.484,87799.678,105676.36,117153.446,116866.929,117303.427,118178.719,118086.156,119987.26,120244.634,120779.365,121409.117,123813.003,123556.561,122688.003,121855.583,123401.743,123450.696,125042.074,126778.232,128483.243,128636.043,127278.855,124797.731,122328.552,122286.621,121692.204,120818.003,117820.601,114561.898,111429.922,107716.585,102509.702,96828.9,95382.428,96698.246,98719.993,94406.415
CITIPOWER,6/04/2019,MRIM,4280720.872,83459.696,75491.498,69910.538,66358.95,64070.276,62365.45,61114.68,60664.677,60606.237,61226.509,63778.543,67060.726,72902.412,79862.343,84092.49,89678.665,94960.696,97781.116,99909.067,100617.002,101256.701,103455.192,103678.081,102257.138,99584.308,98702.756,98424.681,97104.024,95494.267,94345.416,95888.414,96302.349,98414.236,100951.291,103278.869,105420.341,107729.786,109031.038,106792.026,104044.825,100993.102,97711.969,93272.206,88462.243,87864.641,90075.517,93685.017,90588.867
CITIPOWER,7/04/2019,MRIM,4143412.337,80634.07,72485.215,67003.053,63312.924,61323.438,59751.258,58894.385,58100.53,57821.337,57924.982,58943.678,60506.359,63811.074,68637.034,73210.223,78754.976,83901.849,86845.184,89550.272,90158.213,90446.386,90484.878,90444.363,90264.248,90564.515,90366.088,90299.637,90435.069,90732.595,91779.512,92521.314,95569.188,96668.205,100062.148,104005.05,107877.456,114809.605,119709.647,117235.483,112910.123,109038.373,105765.648,101923.901,95959.111,93262.504,93007.646,94824.493,90875.097
CITIPOWER,8/04/2019,MRIM,4810168.72,80033.373,71722.572,65756.646,61670.164,59554.077,58229.188,57437.678,56887.688,56913.82,57599.742,60452.227,65079.745,75144,88078.244,98183.866,105129.214,110059.37,111982.996,113818.489,114451.579,115677.379,118623.906,118674.541,119989.992,119466.841,118795.957,116968.911,116004.625,118419.05,117392.123,115831.351,116462.682,117252.181,118638.696,121839.399,124798.645,130777.368,133745.126,130213.363,124592.119,118478.5,113673.965,108370.361,102785.19,98544.293,96737.331,97227.95,92002.197
CITIPOWER,9/04/2019,MRIM,5006604.836,80693.546,72108.692,66187.824,62716.028,60584.785,59304.633,58363.263,57724.682,58130.563,58866.789,62293.51,67363.25,78617.299,92750.588,103423.345,111553.628,115692.82,116454.47,117332.356,116876.637,117580.57,116548.528,116484.374,116297.887,117425.052,116469.273,120682.192,115458.143,117265.877,118574.921,115802.398,118931.98,119047.982,123442.24,126114.786,132045.324,139882.915,144930.761,142765.056,139031.06,133607.55,128305.412,122071.996,114006.875,108233.925,105300.433,104627.503,98631.115
CITIPOWER,10/04/2019,MRIM,5425019.87,86460.107,77376.333,70669.136,66460.824,64215.858,62670.169,61419.939,60770.538,61194.241,62192.031,65809.393,71266.092,83474.364,98098.454,110303.819,121487.018,129773.01,132387.422,135143.605,134579.257,134279.94,135600.354,135248.105,133053.989,132875.915,133223.811,133802.065,132603.02,130728.579,128832.264,128043.556,127995.22,127785.848,130562.316,135751.964,141814.155,148133.173,151809.089,148370.824,144120.641,138508.562,134341.253,127657.801,119779.102,113731.067,110004.494,108309.853,102301.3
CITIPOWER,11/04/2019,MRIM,5127091.771,90078.964,80537.984,73413.018,68729.605,65892.344,64183.574,63123.181,62373.18,62661.01,63595.998,67301.257,72867.155,84563.226,99219.128,110404.434,118947.453,123383.996,123292.076,123575.062,121823.179,121187.547,119984.059,118541.849,117444.024,117663.3,116695.023,116416.957,115445.524,116240.662,114701.921,114416.147,115107.242,116255.093,118617.744,121954.343,127433.772,136049.01,141324.254,140244.451,137515.822,133857.173,130183.328,124981.251,118452.584,113385.792,110698.707,109291.893,103036.475
CITIPOWER,12/04/2019,MRIM,5063998.391,90911.586,81252.006,74216.077,69691.447,67264.832,65479.322,64498.624,63893.314,64246.12,65312.009,69276.87,75164.986,87869.031,103750.949,116374.363,126806.325,131230.127,131453.788,130957.776,127961.753,125579.902,123237.281,121172.386,119448.106,118490.685,117305.382,116927.04,116282.203,116238.024,115480.775,115161.222,115489.789,115714.306,116777.097,117390.084,119665.951,124628.066,126883.96,124060.787,120898.298,117315.552,114391.179,110959.326,106066.189,104968.265,105684.836,107376.798,102793.597
CITIPOWER,13/04/2019,MRIM,4510730.704,91057.449,81299.269,74321.661,69589.488,66565.653,64530.961,63096.913,61939.905,61433.942,61504.866,62718.029,64091.188,67948.051,73168.613,78333.983,86258.641,95489.313,102334.764,106774.387,108484.137,108889.662,110656.249,110534.793,108297.288,106594.252,101459.229,101447.107,100764.48,95502.463,96691.831,98452.444,97924.141,97595.355,100860.617,105050.045,111799.408,119937.54,122486.089,120023.025,116267.044,112565.719,109442.172,105598.427,101397.086,100768.65,102339.94,105110.145,101334.29
CITIPOWER,14/04/2019,MRIM,4246244.032,90641.469,81501.879,74578.725,69670.035,66190.587,63900.406,62317.97,60991.363,60360.232,60310.739,60635.32,61561.262,64099.429,67385.918,70896.627,76365.071,81920.124,86086.606,89576.113,90459.131,91600.251,91847.195,91887.657,91636.814,91447.432,90899.879,90384.507,89965.157,89767.233,90643.961,92710.946,93863.407,93390.726,98827.321,104170.764,111336.933,120030.249,123697.483,121342.353,118235.127,114491.872,110754.491,106082.756,99981.576,97585.503,97360.754,98840.299,94012.38
CITIPOWER,15/04/2019,MRIM,4891026.351,83381.992,74882.52,68238.262,64029.412,61760.424,59813.842,58764.655,58134.246,58319.496,58872.308,61529.049,66250.54,76271.091,88671.85,98910.313,108758.894,114860.214,117674.501,120727.888,121574.785,122149.279,121603.664,119231.639,116586.494,117128.54,118160.548,118088.423,118868.748,119593.934,120021.064,119756.537,121178.507,119886.666,119694.177,120154.096,123869.819,130202.958,132914.096,129293.485,124608.786,119183.018,114424.633,108849.755,103015.458,99699.158,98528.621,99111.523,93796.443
CITIPOWER,16/04/2019,MRIM,5094639.891,82113.807,73230.615,67029.87,63075.516,60715.328,59066.098,58148.862,57627.605,57644.282,58286.984,60862.448,65097.987,74655.17,86515.71,96557.986,105988.11,112220.815,113443.725,116037.78,117767.959,119900.863,121295.441,122761.294,123883.332,126924.012,128628.068,130580.154,132259.48,133985.153,135168.998,134503.467,135355.773,135440.229,134486.282,131770.272,132585.52,136063.163,138544.975,135703.041,131452.287,126571.838,121682.212,115789.499,109837.181,106091.316,104746.465,104310.696,98232.223
CITIPOWER,17/04/2019,MRIM,5397204.949,86297.281,77679.261,71418.415,67549.833,65248.948,63825.462,62968.06,62249.576,61928.63,62166.185,64650.029,68496.116,77746.394,89001.93,98988.283,107842.451,115243.667,119107.35,124068.828,128569.083,129026.495,131356.565,132568.15,137043.175,137133.132,138412.564,139845.071,142418.989,144124.12,147485.862,146973.59,148101.96,144104.411,141565.23,140249.695,141970.169,142981.893,143771.41,140473.72,136662.816,131349.819,126855.177,121584.554,115271.865,109834.243,106842.343,105329.071,98823.078
CITIPOWER,18/04/2019,MRIM,4769114.628,86020.787,77054.556,70865.276,66624.396,63978.495,62339.1,61158.564,60283.281,60109.384,60287.754,62530.113,66187.156,75181.51,86531.156,95201.66,103114.985,108599.365,112035.84,113962.709,115447.995,116685.607,116439.023,115427.128,114943.027,114952.287,115064.093,115638.43,115713.086,115439.993,116445.117,115247.7,114072.519,113253.281,114454.618,116127.748,119696.521,123408.97,123834.014,120134.345,116579.832,112631.943,109508.076,105170.128,100940.248,99938.422,100954.653,102077.463,96822.274
CITIPOWER,19/04/2019,MRIM,3975759.208,85381.032,76593.998,70295.345,66000.675,63160.646,61130.231,59817.952,58982.148,58533.735,58747.124,60057.231,61259.872,64865.882,68867.933,72614.589,77156.477,81799.14,84575.229,87249.149,88272.976,89184.921,89035.267,88298.425,87960.784,87442.275,86861.184,86115.382,85645.847,85099.874,85095.487,85338.312,86379.505,87823.176,90560.084,93425.797,99293.046,104604.58,105117.302,102920.77,100248.93,97702.365,95216.66,92071.612,89151.476,89964.357,92295.012,95527.742,92017.672
CITIPOWER,20/04/2019,MRIM,3918375.255,81988.952,74089.987,68471.027,64276.281,61643.036,59967.972,58744.881,57867.065,57402.832,57320.324,58093.05,59364.074,61948.012,65185.18,68087.035,72490.361,76997.826,79562.348,82353.022,83618.082,84344.295,84163.672,84539.201,84183.261,84598.908,85046.646,85812.568,86204.304,87426.309,88312.222,89530.341,90871.497,92458.276,94727.631,96634.179,99575.085,103924.198,104738.057,102196.409,99639.531,97187.35,94867.743,91975.853,88775.886,89424.714,91890.91,95001.433,90853.429
CITIPOWER,21/04/2019,MRIM,3848386.446,80814.518,73311.539,67845.133,64189.57,61700.156,59797.496,58450.261,57545.341,56952.534,56610.934,56873.548,57396.832,58820.113,60684.812,63078.524,66680.589,71530.192,74005.064,77772.75,81713.052,84372.91,86290.98,88702.722,90571.448,90621.684,89223.297,87088.977,86215.726,85976.26,86330.503,85301.621,85711.74,87900.212,89828.741,92213.455,97001.167,102536.495,103203.88,101080.812,98727.313,96124.638,93459.943,90259.127,86787.932,87444.725,89559.649,92174.331,87903.2
CITIPOWER,22/04/2019,MRIM,4126558.329,78043.344,70743.356,65492.265,62038.247,59752.91,58118.38,57023.016,56220.661,55917.171,55847.631,56608.378,57483.894,60242.658,62962.876,65960.305,70541.376,75972.355,80788.326,85463.728,88830.319,91919.426,92669.394,93551.595,93090.611,94191.901,94829.42,95375.112,94934.095,93665.295,93265.59,93160.687,94282.085,95667.108,97297.359,102325.712,111032.809,119983.326,121963.715,119353.248,115293.068,111325.531,107501.404,102761.576,97287.896,94927.281,94629.541,95328.725,90893.623
CITIPOWER,23/04/2019,MRIM,4889017.17,80791.866,72581.487,66714.439,62721.411,60477.122,58880.63,57903.331,57260.571,57313.263,57793.571,60271.558,64492.736,73768.268,86181.404,97821.489,107689.779,113446.71,115675,118335.329,119288.275,119583.084,120492.21,119976.609,119031.786,121131.079,121764.417,121289.44,118821.36,117471.683,114713.538,113221.531,114571.571,115574.125,117790.536,122192.527,129844.914,136045.266,137097.191,133237.762,128403.356,123326.384,118672.359,112957.32,106024.409,101704.225,100206.475,99941.774,94522
CITIPOWER,24/04/2019,MRIM,4869106.457,83264.047,74368.307,68068.776,63997.357,61510.918,59780.074,58778.398,58059.17,58032.926,58543.688,60905.219,64960.737,74223.23,86505.279,97998,107985.593,114634.065,116430.16,119166.989,120923.225,121508.358,120057.309,120011.915,119985.747,121190.209,117205.377,115224.258,114494.485,114632.626,115511.866,118285.234,118925.93,119813.359,120296.306,120531.898,124716.372,129869.55,130148.635,126263.137,121964.541,117377.594,113866.332,109458.787,104206.475,101888.403,102337.191,103270.644,97927.761
CITIPOWER,25/04/2019,MRIM,4323241.373,86685.725,77377.139,71078.749,66650.227,63974.946,62004.448,60840.936,60058.605,59894.044,60324.461,62032.459,63363.468,67309.825,71448.033,75589.005,80978.061,86969.534,90649.989,95366.88,96813.077,100037.322,100298.758,102007.247,103337.783,101273.247,97042.309,94445.737,93642.928,91727.574,91229.518,91489.346,92643.892,94068.881,97753.157,102457.857,110393.489,119870.164,122647.966,120238.324,117284.192,114067.806,110302.389,105817.7,100220.129,98010.076,97774.434,99105.38,94644.157
CITIPOWER,26/04/2019,MRIM,5253234.323,83839.641,75436.258,69265.228,64921.551,62148.061,60411.069,59270.948,58619.861,58419.898,59027.303,61439.55,65420.224,74062.134,85430.67,96990.877,110420.872,116453.096,121887.606,125137.155,124226.382,122557.684,127030.772,124533.557,122928.271,124293.633,124667.463,124086.342,125659.244,124403.935,124393.431,121712.838,126791.035,127939.136,130938.107,136140.762,145512.364,151482.876,152162.539,147538.138,143230.393,138889.094,134405.604,129274.262,123040.058,119592.579,118379.779,117540.721,111281.322
CITIPOWER,27/04/2019,MRIM,5054750.271,98806.988,88766.078,81381.414,75973.13,72466.904,70058.663,68240.484,67214.064,66614.624,66372.149,67455.053,69205.913,73058.799,78345.066,84219.67,92859.365,100331.46,105722.828,107673.798,109291.192,113002.155,113498.321,113019.739,112168.176,115328.536,113168.472,116975.002,116436.646,114449.877,114796.509,115168.478,117455.238,119488.721,125112.859,131273.569,138502.75,144536.629,143991.342,140085.781,135458.959,131355.918,127581.477,123084.243,117605.444,115572.512,115029.247,116098.658,110447.371
CITIPOWER,28/04/2019,MRIM,4918482.957,99005.493,89364.184,81430.606,75409.905,71429.819,68759.5,66756.38,65137.387,64277.907,63824.548,64272.125,65168.206,67480.871,70730.76,74057.563,80980.363,88497.529,95492.687,101222.342,105621.195,108454.772,110826.703,110919.796,110729.137,111065.499,110429.024,112676.045,110297.21,110718.612,111635.279,111116.624,111163.886,113164.804,117381.578,124561.379,135879.717,146075.334,148356.147,145480.928,141615.876,137619.632,133484.201,127534.055,119492.574,114320.479,111042.611,109627.897,103893.788
CITIPOWER,29/04/2019,MRIM,5583997.199,92585.189,83099.154,75646.319,70673.147,67775.351,65545.122,64245.391,63436.786,63777.251,64802.378,68281.501,73938.621,87117.336,104097.931,118787.792,129725.022,133605.917,133754.508,136794.067,138695.153,140423.728,141146.651,141292.944,138891.658,137311.568,132830.443,128047.289,124589.445,122373.792,120677.892,119496.073,120154.708,122200.895,126516.657,132327.182,144072.491,155738.671,160223.001,158688.55,154847.32,149884.23,144884.848,138392.669,129162.801,122384.613,117818.112,115121.027,108114.005
CITIPOWER,30/04/2019,MRIM,5371363.783,95671.739,85635.529,78196.815,73168.756,70116.339,68341.589,67250.398,66531.18,66962.488,67924.226,71829.516,78434.306,92946.342,111594.437,127975.266,138521.662,139812.508,135424.726,132933.375,129651.91,126898.286,124119.24,122508.342,122998.617,125880.598,121938.134,120710.899,119199.614,117594.107,117788.733,118138.662,118463.912,119700.377,123011.924,128653.857,138117.227,144907.929,146521.743,144265.562,140288.821,135444.608,130652.838,124293.264,116116.976,110706.608,107375.419,106159.737,99984.642
