PROFILEAREA,SETTD,DCTC,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48
CITIPOWER,01/04/2017,MRIM,4448835.49,80774.809,72862.538,67395.794,63851.885,62115.678,60908.61,60105.767,59881.04,60386.749,61330.384,64305.805,68316.242,75474.491,84413.655,89788.209,96523.01,103181.286,105139.809,106323.851,106537.1,105467.745,103857.176,103464.842,102998.278,103331.179,102565.567,99837.222,98627.802,99194.212,98184.905,98270.522,100490.096,104486.658,108554.242,110238.201,112916.398,115624.783,116933.637,114790.8,111645.795,108425.687,104694.469,99759.215,93846.026,92409.603,94573.76,98494.254,95535.704
CITIPOWER,02/04/2017,MRIM,4467586.147,84700.758,75879.417,69866.003,65384.228,62779.348,61210.367,60123.102,59391.596,59165.895,59141.765,59968.952,61449.616,64893.202,69896.944,73860.852,80833.867,87849.414,93765.178,98820.678,98200.348,99573.397,101891.296,103310.074,103181.956,101036.209,99225.087,98071.432,96619.187,97037.884,98380.177,98735.329,98759.167,101133.287,105797.362,110536.865,117523.592,125542.247,133073.945,131882.097,128115.001,124460.689,120308.221,114405.05,106909.05,102462.311,101335.685,102597.938,98500.082
CITIPOWER,03/04/2017,MRIM,5072693.745,86868.154,77348.49,70488.503,65874.203,63108.525,61615.462,60758.969,60372.439,60742.314,61642.816,64969.155,70409.937,83481.15,99913.631,112040.881,121404.267,125955.02,126830.643,127624.27,126086.111,125135.434,124007.33,122836.898,121559.21,121475.372,121026.546,120815.512,119822.024,119287.586,118302.441,117852.201,117903.065,118059.328,119431.101,120142.572,122895.976,129494.26,137153.295,135859.89,131532.511,126486.576,121514.324,116438.413,108669.723,104268.609,102584.454,102984.785,97619.369
CITIPOWER,04/04/2017,MRIM,5009162.639,85026.001,75527.975,68804.676,64447.073,62008.914,60554.316,59645.457,59297.24,59641.859,60375.801,63372.089,68935.869,81441.618,96415.153,108274.853,117355.899,121567.855,122354.178,123036.189,122168.222,122171.375,121291.955,121329.344,121233.943,122044.075,122489.688,123252.887,122889.45,122758.703,122331.782,121681.647,121373.636,120926.122,121774.622,121508.516,122391.941,127321.473,132802.592,131173.231,127311.43,122599.121,118062.998,112615.699,105823.456,101924.637,100659.891,101290.477,95876.711
CITIPOWER,05/04/2017,MRIM,4966393.151,83440.593,74037.406,67713.353,63232.924,61018.889,59624.51,58687.137,58121.776,58237.122,58894.257,61785.086,67063.734,78269.259,92006.943,103099.958,112681.362,117900.873,119165.908,120506.128,120608.954,121118.665,120921.736,120971.192,121209.509,122252.418,123190.241,124335.97,124459.909,124859.276,124395.454,123842.646,123123.067,122360.679,122535.49,121850.041,122641.724,126701.28,131161.038,129286.339,125468.066,120888.042,116142.572,111261.433,105112.435,101831.768,101017.183,101495.724,95863.082
CITIPOWER,06/04/2017,MRIM,4967419.361,83580.625,74042.098,67489.663,63092.483,60857.782,59402.613,58664.521,58061.394,57934.623,58613.139,61308.198,65896.491,76678.129,89931.473,100272.037,109757.095,115325.366,117169.494,119326.281,119887.809,121196.714,121527.749,122329.6,123055.877,124818.172,126141.553,127783.239,126924.463,127244.001,125924.163,125634.89,125490.351,124050.197,123902.759,122637.99,122748.586,125832.528,129588.298,127762.457,124030.367,119467.381,115157.062,110391.657,104658.009,102010.426,101325.318,101963.616,96530.624
CITIPOWER,07/04/2017,MRIM,4919263.09,83702.215,74198.533,67570.54,63421.42,61214.702,59431.004,58517.55,57868.838,57778.076,58494.548,61045.576,65496.514,75317.595,87589.764,97732.637,108010.014,113603.524,116223.081,119736.425,120348.16,121663.137,122248.724,122934.846,123320.036,124432.893,125365.343,126424.886,127308.073,127658.093,127546.201,126611.532,125666.202,124542.595,124177.488,121898.377,120566.881,122541.841,124480.097,121106.634,117188.439,113032.985,108812.882,105011.705,100564.963,100470.805,102178.575,104490.692,99717.449
CITIPOWER,08/04/2017,MRIM,4424325.975,86833.294,77480.105,70556.408,66202.531,63678.292,61582.981,60233.946,59151.812,58742.233,58519.834,59108.729,60275.802,63316.748,67316.589,71236.169,77461.104,84272.766,89793.296,95192.903,98656.014,101383.573,102877.027,104081.847,105243.559,106633.196,108194.213,107816.747,104933.238,105977.278,107017.136,108631.805,109771.797,111786.932,112290.844,114075.683,113848.321,115578.265,117066.157,114458.133,111024.956,108175.083,104559.809,101273.288,97376.381,97773.449,100232.64,103475.174,99157.888
CITIPOWER,09/04/2017,MRIM,4655012.468,87208.681,77736.763,70986.67,66370.643,63481.2,61391.603,60180.691,59151.854,58324.549,58010.85,58304.008,58743.495,61128.33,64238.564,66547.215,71644.837,77485.863,85663.424,92502.751,95996.526,100398.568,103943.057,104023.636,101189.451,105077.619,108466.527,109197.162,106176.547,107906.306,108014.621,107832.787,110206.325,113622.885,121138.724,126252.641,133209.415,141661.245,143942.546,141356.476,136730.827,133051.327,128475.448,122706.323,114819.846,110160.69,108349.898,108722.255,103280.799
CITIPOWER,10/04/2017,MRIM,5701757.708,91135.748,81177.709,73478.998,68509.179,65614.746,63647.186,62430.149,61732.21,61766.107,63099.616,66823.351,71345.357,82459.701,96675.888,109326.644,121991.862,130433.389,134295.733,137820.024,139787.687,142000.192,142891.669,142830.767,143488.133,145409.791,145628.275,145980.279,144064.528,142204.324,140209.558,139250.191,139711.519,138693.015,141828.885,146042.414,151152.907,156707.672,160050.384,156694.731,151421.409,145783.017,140257.018,133689.18,125324.496,119111.143,115702.986,114383.256,107694.685
CITIPOWER,11/04/2017,MRIM,5245182.266,94363.926,83583.135,75867.902,70803.249,67572.716,65588.914,64234.285,63348.018,63347.391,63680.864,66706.292,71609.422,83217.246,97614.427,108667.221,118500.173,122932.509,124172.331,126507.82,125577.484,126119.019,126521.148,126628.388,126605.705,126845.885,125577.61,125429.709,124453.429,122971.096,121421.684,120150.279,119990.84,119874.243,121393.091,124234.024,129238.912,138962.353,143778.333,141746.792,138320.917,133892.136,129188.709,123482.403,116360.461,111964.605,109778.337,109106.873,103249.96
CITIPOWER,12/04/2017,MRIM,5141277.01,90569.759,80057.82,72919.682,68040.701,65305.595,63317.536,62312.051,61601.467,61815.294,62624.689,65800.268,70967.729,82335.947,96525.152,107878.416,117439.645,122628.588,123746.12,125987.4,126036.455,126892.631,125049.485,123687.49,123238.338,123365.646,123262.859,122523.748,121848.733,121113.711,119909.755,119458.768,119162.38,119056.719,119963.494,121489.077,125358.518,132867.888,137952.893,136133.71,132604.407,128864.367,125279.176,120237.832,113844.996,110019.342,108796.76,108633.904,102750.069
CITIPOWER,13/04/2017,MRIM,5001904.293,90152.983,79750.399,72706.218,67717.334,64980.66,63106.002,62261.627,61510.088,61525.153,62055.73,64896.087,69606.379,80300.061,93533.347,105004.982,115989.678,123691.058,126676.489,128355.093,126769.149,125072.683,123348.398,122584.43,121434.051,121548.705,121313.585,121817.606,121281.086,121072.253,120090.325,119365.41,118926.763,117537.522,117633.084,117444.666,118806.164,123599.725,125878.922,123477.428,119719.081,115869.85,112699.17,108809.892,104414.203,103831.704,104913.61,107012.329,101813.131
CITIPOWER,14/04/2017,MRIM,4248061.534,89410.889,79728.204,72569.536,67772.911,64716.78,62639.929,61119.844,60108.089,59612.805,59411.923,60339.537,61776.315,65183.266,68575.162,71673.669,76593.082,81098.75,85058.668,90974.453,93620.045,95787.887,96563.442,98609.029,100689.519,99220.127,99229.884,98080.923,94762.347,93807.699,92937.729,92532.363,92952.094,94108.108,96922.655,101359.158,107935.387,114275.497,115633.433,113332.324,110254.014,107091.343,104044.28,100672.805,96935.016,97001.764,99413.938,102823.863,99101.049
CITIPOWER,15/04/2017,MRIM,4206440.548,87993.775,79048.061,72131.39,67366.267,64518.542,62470.44,61203.273,60197.447,59780.801,59499.044,60098.031,61096.284,63872.44,67244.717,69879.907,75001.316,80679.779,85105.744,88402.242,89710.461,92054.093,93927.528,93956.566,93288.624,92014.328,91831.353,91314.668,90137.813,89433.737,89082.985,89697.663,90837.106,91676.813,95526.635,100781.778,108194.434,114970.975,116561.847,114282.351,111773.821,109666.68,107477.215,104901.91,101497.205,101900.849,104344.591,107193.555,102813.464
CITIPOWER,16/04/2017,MRIM,4112882.332,91353.044,82841.901,76078.292,70999.906,67718.525,65273.47,63515.09,62286.037,61678.803,61181.928,61600.112,62353.915,64469.679,67513.663,69698.196,74857.942,81449.152,87376.638,92094.944,92549.005,95884.502,97668.663,97124.227,95132.869,94120.321,90452.016,87967.997,84129.646,83191.434,81372.084,81148.814,81833.471,83190.843,86216.791,89985.761,97041.583,106167.524,109331.652,108946.494,107267.711,105245.04,102615.316,99761.303,96348.455,96871.517,98903.837,101112.073,96960.146
CITIPOWER,17/04/2017,MRIM,4403878.297,86124.108,77337.783,71123.45,66330.422,63491.915,61589.448,60285.645,59304.978,58966.149,59021.276,60072.161,61544.534,65356.126,68846.096,71385.808,75871.84,80398.336,84477.428,89402.056,91912.935,94825.376,94465.462,95907.7,96237.216,96994.879,96534.259,96774.373,95039.277,94867.87,95415.917,96727.228,98341.771,100848.46,106011.331,112635.161,120480.463,130704.436,134097.291,132148.842,127922.985,123660.886,119760.752,114510.201,107627.941,103822.137,102473.003,103577.469,98623.117
CITIPOWER,18/04/2017,MRIM,5199936.852,86985.42,77535.433,70711.919,65948.585,63206.657,61568.399,60608.049,59922.028,60200.815,60844.462,63910.072,69237.738,81029.34,96900.033,109884.099,121942.427,127322.325,128163.154,129194.396,128340.534,128544.336,127532.438,126794.984,124592.431,123815.791,123000.542,122990.8,122103.703,121261.064,120501.862,120021.954,120133.539,120674.701,122615.557,125121.634,132543.08,142038.309,145674.53,142652.395,138796.328,133929.075,129062.262,122788.291,115020.9,109511.44,106961.312,106780.39,101017.319
CITIPOWER,19/04/2017,MRIM,5063649.656,88139.586,78357.791,70917.673,66088.492,63061.977,61082.76,60080.782,59347.626,59382.668,60158.924,62713.597,67352.693,78521.256,93281.488,106518.685,117286.833,120792.977,121092.224,122105.343,121030.226,120684.978,120640.898,121137.894,121146.297,122756.932,123676.978,125445.795,125145.896,124784.473,124249.731,124079.744,123233.194,122983.148,123011.5,123659.319,129081.071,135384.206,137114.085,133513.774,129533.624,124566.093,119948.939,114604.773,107725.206,104224.67,103220.649,103151.765,97630.423
CITIPOWER,20/04/2017,MRIM,5004068.711,84934.742,75242.935,68646.294,64240.163,61386.074,59581.167,58549.686,58006.726,58048.626,58334.014,60827.777,64991.413,75164.214,89137.4,100354.993,108734.64,113654.183,115382.996,118082.531,118848.586,120784.496,121717.566,123345.097,124406.933,125833.487,127166.159,129170.518,127706.888,125369.18,125911.947,125221.162,123958.493,123164.003,123450.654,124688.06,129064.495,133650.735,134152.045,130820.063,126711.183,122362.229,117931.68,112292.88,106270.848,103642.528,102829.101,102790.255,97506.866
CITIPOWER,21/04/2017,MRIM,5090126.101,85171.654,75712.427,69094.523,64827.838,62102.485,60257.831,59280.122,58569.522,58406.748,58770.217,61166.852,65367.363,74916.275,88350.775,101143.835,111773.693,117775.804,120474.801,123726.004,125640.922,127004.117,126884.629,127526.742,127482.729,127960.535,128464.3,128572.082,128332.76,127575.835,126441.114,124966.61,124630.747,125800.826,127484.857,128706.402,131457.019,135151.098,134841.551,130062.118,125897.547,121296.588,116830.386,112299.173,107290.294,106080.324,107201.51,108362.125,102992.392
CITIPOWER,22/04/2017,MRIM,4420316.415,90414.09,80281.308,73191.395,68080.078,65153.103,63012.276,61455.451,60381.445,59802.049,59634.738,60130.476,61121.865,64243.904,68645.704,73143.539,80649.828,88264.794,92786.498,98154.055,100070.9,102946.931,105113.908,105529.026,103597.341,102293.517,100994.529,100488.635,101525.125,101228.345,98766.032,99352.596,100486.283,101626.564,104805.561,108737.18,115036.747,120601.444,120601.732,117437.892,113276.583,109684.791,106275.529,102943.916,99218.893,99481.026,102282,105551.44,101815.353
